"morandin.ogg","module","blast2GOannotation"
"EOG747ZC1",12,"E3 ubiquitin-protein ligase UBR5"
"EOG747ZC8",12,"Translocation protein SEC63-like protein"
"EOG747ZCD",12,"hypothetical protein SINV_08812"
"EOG747ZCM",12,"Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase P"
"EOG74BTM7",12,"Spermatogenesis-associated protein 20"
"EOG74FPTZ",12,"Pancreatic lipase-related protein 1"
"EOG74JK32",12,"hypothetical protein SINV_05048"
"EOG74JK3G",12,"hypothetical protein SINV_03656"
"EOG74JK3J",12,"hypothetical protein SINV_01329"
"EOG74NFB8",12,"hypothetical protein SINV_04417"
"EOG74R9JR",12,"Melanotransferrin"
"EOG74R9KC",12,"hypothetical protein EAG_11749"
"EOG74R9KJ",12,"Protein sidekick-1"
"EOG74V5SP",12,"LIM domain and actin-binding protein 1"
"EOG74Z21K",12,"PREDICTED: phosphatidylinositol 4-kinase alpha-like isoform 1"
"EOG751X98",12,"Neuroblastoma suppressor of tumorigenicity 1"
"EOG751X9D",12,"Cdc42-like protein"
"EOG754SHR",12,"Putative inorganic phosphate cotransporter"
"EOG757NRD",12,"hypothetical protein SINV_04419"
"EOG75BJ0F",12,"Glycogenin-1"
"EOG75FD7Z",12,"hypothetical protein SINV_01302"
"EOG75FD87",12,"hypothetical protein SINV_11793"
"EOG75N4R4",12,"hypothetical protein G5I_07021"
"EOG75R0ZK",12,"hypothetical protein SINV_12515"
"EOG75TW60",12,"4-hydroxybutyrate coenzyme A transferase"
"EOG75XRF9",12,"Luciferin 4-monooxygenase"
"EOG761MP9",12,"Major facilitator superfamily domain-containing protein 6"
"EOG767C55",12,"hypothetical protein SINV_03668"
"EOG767C5B",12,"Protein kinase DC2"
"EOG76MV3Q",12,"Zinc finger CCCH domain-containing protein 3"
"EOG76MV43",12,"Inositol oxygenase"
"EOG76MV4F",12,"hypothetical protein SINV_11802"
"EOG76QQC4",12,"hypothetical protein G5I_12811"
"EOG76TKKN",12,"FGFR1 oncogene partner 2-like protein"
"EOG76TKKV",12,"PREDICTED: zinc finger MYM-type protein 1-like"
"EOG76TKKW",12,"hypothetical protein SINV_00788"
"EOG77469Q",12,"actin"
"EOG7746B2",12,"Carbonic anhydrase 2"
"EOG7772J2",12,"Chaoptin"
"EOG779XS6",12,"hypothetical protein SINV_10420"
"EOG779XS7",12,"hypothetical protein SINV_10466"
"EOG77HP7X",12,"Calpain-A"
"EOG77HP84",12,"hypothetical protein SINV_09388"
"EOG77QDRP",12,"Protein DJ-1"
"EOG77T905",12,"hypothetical protein SINV_07312"
"EOG77T90S",12,"hypothetical protein X777_06867"
"EOG77X56T",12,"hypothetical protein SINV_01736"
"EOG77X576",12,"hypothetical protein SINV_05747"
"EOG7811GJ",12,"Cuticle protein 19"
"EOG7811GK",12,"hypothetical protein SINV_03724"
"EOG786RXJ",12,"hypothetical protein SINV_11254"
"EOG789N5K",12,"Olfactomedin-like protein 2A"
"EOG789N5T",12,"hypothetical protein SINV_11127"
"EOG789N63",12,"hypothetical protein SINV_05085"
"EOG78DHF7",12,"hypothetical protein EAG_15298"
"EOG78HCPB",12,"hypothetical protein EAG_16430"
"EOG78M7WT",12,"hypothetical protein SINV_06716"
"EOG78WVKT",12,"Zinc finger SWIM domain-containing protein"
"EOG78WVMV",12,"Protein FAM100B"
"EOG790QVS",12,"Netrin-1"
"EOG793M33",12,"PREDICTED: similar to beta-arrestin 1"
"EOG793M3T",12,"Endocuticle structural glycoprotein SgAbd-8"
"EOG79D6SV",12,"Putative inorganic phosphate cotransporter"
"EOG79H32P",12,"hypothetical protein EAI_10974"
"EOG79KZ9C",12,"hypothetical protein SINV_80140"
"EOG79PTHT",12,"hypothetical protein SINV_07128"
"EOG79PTHV",12,"hypothetical protein SINV_06521"
"EOG79WK0P",12,"ADP-ribosylation factor GTPase-activating protein 1"
"EOG7B39G0",12,"hypothetical protein SINV_13390"
"EOG7B65Q4",12,"Myosin-Ie"
"EOG7B65Q8",12,"hypothetical protein SINV_12711"
"EOG7B91Z9",12,"Lactase-phlorizin hydrolase"
"EOG7B91ZC",12,"hypothetical protein SINV_15663"
"EOG7BCX6K",12,"hypothetical protein SINV_05937"
"EOG7BGSDQ",12,"hypothetical protein SINV_00390"
"EOG7BGSDZ",12,"Glutamatereceptor,ionotropickainate1"
"EOG7BGSF2",12,"Protein fem-1-like protein CG6966"
"EOG7BGSF5",12,"hypothetical protein SINV_16403"
"EOG7BKNP8",12,"Prostaglandin E2 receptor EP4 subtype"
"EOG7BW8CH",12,"Kinesin-like protein KIF16B"
"EOG7BW8CW",12,"3-phosphoinositide-dependent protein kinase 1"
"EOG7BW8D7",12,"hypothetical protein SINV_07646"
"EOG7C04MR",12,"Tubulin alpha-1 chain"
"EOG7C5W39",12,"Histone deacetylase complex subunit SAP30-like protein"
"EOG7C5W45",12,"hypothetical protein SINV_14738"
"EOG7CCMK9",12,"hypothetical protein SINV_16300"
"EOG7CGGT6",12,"PREDICTED: anoctamin-8-like"
"EOG7CP79W",12,"hypothetical protein X777_15107"
"EOG7CVZRV",12,"RING finger protein nhl-1"
"EOG7CVZRX",12,"GTP-binding protein 2"
"EOG7CZV0Q",12,"hypothetical protein TcasGA2_TC004684"
"EOG7CZV0S",12,"hypothetical protein SINV_04242"
"EOG7CZV1B",12,"hypothetical protein SINV_08694"
"EOG7CZV1D",12,"Cytochrome P450 4C1"
"EOG7D2Q82",12,"Putative tubulin polyglutamylase TTLL2"
"EOG7D8FR4",12,"hypothetical protein EAG_07461"
"EOG7DCB01",12,"hypothetical protein G5I_08834"
"EOG7DG66D",12,"hypothetical protein SINV_02832"
"EOG7DG673",12,"hypothetical protein SINV_09685"
"EOG7DK2FT",12,"Uridine phosphorylase 1"
"EOG7DNXPD",12,"PREDICTED: succinate dehydrogenase"
"EOG7DNXPH",12,"Synaptic vesicle glycoprotein 2B"
"EOG7DRSZ0",12,"hypothetical protein SINV_15325"
"EOG7DZJDM",12,"Tumor protein p53-inducible protein 13"
"EOG7F8547",12,"Ornithineaminotransferase,mitochondrial"
"EOG7F854R",12,"4-nitrophenylphosphatase"
"EOG7FC1C2",12,"hypothetical protein SINV_09686"
"EOG7FFWKX",12,"NADP-dependent malic enzyme"
"EOG7FJRV9",12,"hypothetical protein SINV_16044"
"EOG7FNN2R",12,"hypothetical protein SINV_10727"
"EOG7FNN3B",12,"hypothetical protein SINV_06674"
"EOG7FRH9J",12,"Poly(ADP-ribose) glycohydrolase"
"EOG7FZ7SK",12,"hypothetical protein SINV_15747"
"EOG7G241W",12,"hypothetical protein SINV_02357"
"EOG7G508K",12,"hypothetical protein SINV_05218"
"EOG7GBQS9",12,"PREDICTED: putative SERF-like protein-like"
"EOG7GFM07",12,"Scavenger receptor class B member 1"
"EOG7GR6QQ",12,"hypothetical protein SINV_09972"
"EOG7GV2XZ",12,"hypothetical protein SINV_02397"
"EOG7GXZ5R",12,"Dystrophin,isoformsA/C/F/G"
"EOG7GXZ5T",12,"hypothetical protein SINV_15494"
"EOG7H4PNJ",12,"hypothetical protein SINV_12348"
"EOG7H4PNP",12,"hypothetical protein SINV_13591"
"EOG7H7JWD",12,"PREDICTED: kalirin-like isoform X6"
"EOG7HBF48",12,"hypothetical protein X777_01831"
"EOG7HF9CS",12,"Hexokinase type 2"
"EOG7HJ5MC",12,"Serine/threonine-protein kinase D3"
"EOG7HJ5MT",12,"hypothetical protein AND_05181"
"EOG7HQX39",12,"GTPase-activating Rap/Ran-GAP domain-like protein 3"
"EOG7HQX3M",12,"Pancreatic lipase-related protein 1"
"EOG7HTS9Z",12,"Titin"
"EOG7HTSBJ",12,"hypothetical protein SINV_00964"
"EOG7J1HT5",12,"hypothetical protein SINV_16610"
"EOG7J1HTB",12,"hypothetical protein SINV_05168"
"EOG7JB4HP",12,"Filamin-B"
"EOG7JB4J1",12,"Heparanase"
"EOG7JF0RT",12,"Otopetrin-2"
"EOG7JF0S6",12,"Nucleolar protein 4"
"EOG7JHW0F",12,"hypothetical protein SINV_10134"
"EOG7JMR87",12,"hypothetical protein SINV_09932"
"EOG7JMR88",12,"PCTP-like protein"
"EOG7JXC03",12,"Delta-1-pyrroline-5-carboxylate synthetase"
"EOG7K176Z",12,"hypothetical protein SINV_11170"
"EOG7K177N",12,"hypothetical protein X777_03214"
"EOG7K43FJ",12,"Putative methyltransferase METT10D"
"EOG7K43G5",12,"hypothetical protein SINV_16101"
"EOG7K6ZPC",12,"hypothetical protein SINV_13114"
"EOG7K9TXD",12,"Rab GDP dissociation inhibitor beta"
"EOG7K9TXZ",12,"hypothetical protein SINV_01650"
"EOG7KDQ5N",12,"Peroxisome assembly protein 12"
"EOG7KHKCW",12,"Pre-mRNA-processing factor 39"
"EOG7KHKDQ",12,"hypothetical protein SINV_12612"
"EOG7KMFN3",12,"Atlastin"
"EOG7KMFNJ",12,"hypothetical protein SINV_80124"
"EOG7KQ9VT",12,"Transcription factor kayak"
"EOG7M0XMM",12,"hypothetical protein SINV_09075"
"EOG7M9J9M",12,"PREDICTED: putative adenosylhomocysteinase 3"
"EOG7MDDJH",12,"2-hydroxyacyl-CoA lyase 1"
"EOG7MH8TB",12,"NADH dehydrogenase subunit 1"
"EOG7MM51F",12,"Tyrosine-protein phosphatase non-receptor type 11"
"EOG7MSWHZ",12,"Ras-like GTP-binding protein RhoL"
"EOG7N3H6S",12,"hypothetical protein SINV_15287"
"EOG7N6CFX",12,"Conserved oligomeric Gol complex subunit 7"
"EOG7ND3XP",12,"hypothetical protein SINV_08516"
"EOG7NH05G",12,"hypothetical protein SINV_80610"
"EOG7NH05Q",12,"hypothetical protein SINV_12432"
"EOG7NH062",12,"hypothetical protein EAG_04771"
"EOG7NKVDW",12,"WD repeat-containing protein 47"
"EOG7NPQNN",12,"Beta-1,4-mannosyltransferaseegh"
"EOG7NWG42",12,"UPF0378 protein KIAA0100"
"EOG7P8Z40",12,"Endocuticle structural glycoprotein SgAbd-1"
"EOG7PCTB6",12,"hypothetical protein SINV_04536"
"EOG7PCTBG",12,"Tubulin-specific chaperone C"
"EOG7PGPK0",12,"hypothetical protein SINV_06840"
"EOG7PW5HS",12,"hypothetical protein SINV_07324"
"EOG7PW5J1",12,"hypothetical protein SINV_11788"
"EOG7PW5J3",12,"PREDICTED: similar to CG31522 CG31522-PB"
"EOG7Q01RZ",12,"PREDICTED: hypothetical protein LOC100648067"
"EOG7Q2X0B",12,"Collagen alpha-1(IV) chain"
"EOG7Q5S76",12,"Vacuolar protein sorting-associated protein 13A"
"EOG7Q5S82",12,"40S ribosomal protein S5"
"EOG7Q8NGD",12,"hypothetical protein SINV_14656"
"EOG7QCHQD",12,"L-aspara nase"
"EOG7QS0NV",12,"hypothetical protein SINV_10809"
"EOG7QS0NZ",12,"Glycogen phosphorylase"
"EOG7QVVX0",12,"hypothetical protein SINV_05574"
"EOG7QZR50",12,"hypothetical protein SINV_11660"
"EOG7R2MCX",12,"hypothetical protein SINV_02695"
"EOG7R5GN5",12,"L-lactate dehydrogenase"
"EOG7R8BVK",12,"hypothetical protein SINV_13812"
"EOG7R8BWG",12,"Tetraspanin-3"
"EOG7RC744",12,"Transmembrane and ubiquitin-like domain-containing protein 2"
"EOG7RJZKS",12,"PREDICTED: hydroxymethylglutaryl-CoA synthase 1-like"
"EOG7RJZKW",12,"PREDICTED: hypothetical protein LOC409022 isoform 1"
"EOG7RNTTX",12,"hypothetical protein SINV_02942"
"EOG7RRQ2K",12,"Glutamate receptor delta-1 subunit"
"EOG7S29S5",12,"Splicingfactor,arnine/serine-rich8"
"EOG7S29SX",12,"hypothetical protein SINV_12553"
"EOG7S8283",12,"Rab proteins geranylgeranyltransferase component A 2"
"EOG7S828H",12,"hypothetical protein SINV_03132"
"EOG7SFSS1",12,"Complexin"
"EOG7SJP0B",12,"hypothetical protein SINV_06825"
"EOG7SNJ6H",12,"FH1/FH2 domain-containing protein 3"
"EOG7SNJ6T",12,"hypothetical protein SINV_03790"
"EOG7SV8PZ",12,"hypothetical protein SINV_10859"
"EOG7SZ4XS",12,"Dual oxidase maturation factor 1"
"EOG7SZ4XW",12,"hypothetical protein SINV_13974"
"EOG7SZ4Z0",12,"Mitochondrial 2-oxoglutarate/malate carrier protein"
"EOG7T7RNV",12,"hypotheticalproteinX777_09847,partial"
"EOG7TFH47",12,"ATP-binding cassette sub-family G member 4"
"EOG7TR3TS",12,"JmjC domain-containing histone demethylation protein 2B"
"EOG7TR3V8",12,"Bardet-Biedl syndrome 1 protein"
"EOG7TXV9S",12,"hypothetical protein KGM_08221"
"EOG7V1QJT",12,"Monocarboxylate transporter 14"
"EOG7V4KTN",12,"hypothetical protein SINV_03433"
"EOG7V7G1J",12,"Aconitatehydratase,mitochondrial"
"EOG7V7G1R",12,"hypothetical protein SINV_02182"
"EOG7VXJQN",12,"hypothetical protein SINV_07641"
"EOG7W1DXZ",12,"hypothetical protein SINV_07157"
"EOG7W1DZ5",12,"PREDICTED: hypothetical protein LOC551007"
"EOG7W4969",12,"hypothetical protein EAG_12674"
"EOG7WB1NP",12,"hypothetical protein SINV_00291"
"EOG7WDWWS",12,"hypothetical protein SINV_11671"
"EOG7WHS53",12,"hypothetical protein EAG_10754"
"EOG7WQHMR",12,"1-acyl-sn-glycerol-3-phosphate acyltransferase zeta"
"EOG7WTCW5",12,"Dehydrogenase/reductase SDR family member 4"
"EOG7WTCW6",12,"Headcase protein"
"EOG7WX83J",12,"hypothetical protein SINV_01752"
"EOG7X40K6",12,"PREDICTED: uncharacterized protein LOC100875978"
"EOG7X40KJ",12,"hypothetical protein SINV_13987"
"EOG7X6VV5",12,"AT15141p"
"EOG7X6VV8",12,"Ribonuclease kappa"
"EOG7X9R23",12,"ProbabledolichylpyrophosphateMan9GlcNAc2alpha-1,3-glucosyltransferase"
"EOG7X9R2C",12,"hypothetical protein SINV_01969"
"EOG7X9R31",12,"Putative ferric-chelate reductase 1"
"EOG7XHGJG",12,"THO complex subunit 5-like protein"
"EOG7XMBS6",12,"Eukaryotic initiation factor 4A-II"
"EOG7XMBSQ",12,"hypothetical protein EAG_08875"
"EOG7XWZGS",12,"hypothetical protein SINV_00242"
"EOG7XWZHN",12,"Splicingfactor,arnine/serine-rich10"
"EOG7Z0TQZ",12,"hypothetical protein SINV_04986"
"EOG7Z0TRD",12,"PREDICTED: partner of bursicon-like"
"EOG7ZH5ZB",12,"Astakine"
"EOG7ZM25R",12,"Myosin-XV"
"EOG7ZM265",12,"ATP-dependent DNA helicase 2 subunit 2"
"EOG7ZPXD8",12,"hypothetical protein SINV_08925"
"EOG7ZPXDJ",12,"Putative inorganic phosphate cotransporter"
"EOG7ZPXDM",12,"hypothetical protein SINV_07128"
"EOG7ZPXDV",12,"hypothetical protein SINV_80699"
"EOG70GW9J",13,"hypothetical protein SINV_03240"
"EOG70KRHZ",13,"hypothetical protein SINV_09862"
"EOG70PMSH",13,"Thymosin beta-4"
"EOG715ZZJ",13,"hypothetical protein SINV_08791"
"EOG71CQFN",13,"hypothetical protein G5I_06516"
"EOG71PB5N",13,"Borealin"
"EOG71PB5R",13,"hypothetical protein SINV_01099"
"EOG71S6DP",13,"39SribosomalproteinL11,mitochondrial"
"EOG71W2P1",13,"hypothetical protein EAG_16099"
"EOG725PBZ",13,"Uncharacterized protein C14orf118-like protein"
"EOG725PCN",13,"H2AV_STRPURecName:Full=HistoneH2A.VAltName:Full=H2A.F/Z,partial"
"EOG72G92Q",13,"hypothetical protein SINV_80348"
"EOG72G92Z",13,"RING finger protein 146"
"EOG72P1K1",13,"hypothetical protein SINV_11348"
"EOG72VS18",13,"hypothetical protein SINV_80021"
"EOG73880J",13,"hypothetical protein SINV_11798"
"EOG73880K",13,"Replication protein A 32 kDa subunit"
"EOG7426X1",13,"hypothetical protein EAG_00886"
"EOG745350",13,"Signal peptidase complex catalytic subunit SEC11C"
"EOG74Z21V",13,"hypothetical protein SINV_12103"
"EOG75BJ1B",13,"Zinc finger protein 90"
"EOG75N4R3",13,"hypothetical protein SINV_01804"
"EOG76F3MX",13,"hypothetical protein SINV_07473"
"EOG76HZWS",13,"hypothetical protein X777_14208"
"EOG774697",13,"hypothetical protein SINV_04605"
"EOG77MJHC",13,"PREDICTED: hypothetical protein LOC100651546"
"EOG77QDS0",13,"hypothetical protein SINV_14369"
"EOG78WVMS",13,"Mitochondrial dicarboxylate carrier"
"EOG78WVMT",13,"Sorting nexin-12"
"EOG793M35",13,"hypothetical protein SINV_02662"
"EOG796GBQ",13,"hypothetical protein SINV_04585"
"EOG799BJX",13,"hypothetical protein SINV_15099"
"EOG799BKP",13,"N6-adenosine-methyltransferase 70 kDa subunit"
"EOG79WK1H",13,"Zinc finger protein 706"
"EOG7B0F7V",13,"hypothetical protein SINV_13205"
"EOG7B91XX",13,"hypothetical protein SINV_01934"
"EOG7B9202",13,"hypothetical protein SINV_12172"
"EOG7BCX6B",13,"hypothetical protein SINV_02094"
"EOG7BPHXF",13,"hypothetical protein SINV_12703"
"EOG7BSD5J",13,"Transcription initiation factor TFIID subunit 10"
"EOG7BW8CJ",13,"Trafficking protein particle complex subunit 10"
"EOG7BW8DD",13,"Protein DPCD"
"EOG7C5W3X",13,"hypothetical protein SINV_12963"
"EOG7C8RBJ",13,"hypothetical protein SINV_09154"
"EOG7CCMM3",13,"Nascent polypeptide-associated complex subunit alpha"
"EOG7CGGTQ",13,"Methyltransferase-like protein 2"
"EOG7CVZS5",13,"Myeloma overexpressed gene 2 protein-like protein"
"EOG7D5KHG",13,"hypothetical protein SINV_12580"
"EOG7D8FR2",13,"hypothetical protein SINV_10413"
"EOG7D8FRR",13,"hypothetical protein X777_13813"
"EOG7DK2G7",13,"hypothetical protein SINV_08751"
"EOG7DZJDV",13,"hypothetical protein SINV_06595"
"EOG7FC1C4",13,"hypothetical protein SINV_09335"
"EOG7FRH9S",13,"PREDICTED: uncharacterized protein LOC100678440"
"EOG7GFM0Z",13,"hypothetical protein SINV_11665"
"EOG7GNBGW",13,"PREDICTED: E3 ubiquitin-protein ligase RNF4-like"
"EOG7GR6PW",13,"hypothetical protein SINV_11422"
"EOG7GXZ62",13,"hypothetical protein SINV_02755"
"EOG7H1TFF",13,"U1 small nuclear ribonucleoprotein A"
"EOG7H4PPD",13,"hypothetical protein SINV_12603"
"EOG7HBF55",13,"hypothetical protein SINV_04316"
"EOG7HBF57",13,"hypothetical protein SINV_12590"
"EOG7HF9CX",13,"Protein DGCR14-like protein"
"EOG7HF9D0",13,"hypothetical protein SINV_14536"
"EOG7HJ5N9",13,"PREDICTED: 40S ribosomal protein S11"
"EOG7JB4JB",13,"hypothetical protein SINV_04395"
"EOG7JB4JF",13,"Solute carrier family 35 member B1"
"EOG7JMR89",13,"hypothetical protein SINV_05167"
"EOG7JQMGW",13,"UPF0465 protein C5orf33-like protein"
"EOG7JXC0D",13,"Nuclear receptor 2C2-associated protein"
"EOG7KHKDD",13,"hypothetical protein SINV_08690"
"EOG7KHKDG",13,"Signal recognition particle 19 kDa protein"
"EOG7KQ9WV",13,"Alpha-endosulfine"
"EOG7M6P3M",13,"Speckle-type POZ protein"
"EOG7MM52D",13,"PREDICTED: cyclin-dependent kinases regulatory subunit-like"
"EOG7N97QG",13,"hypothetical protein SINV_05809"
"EOG7ND3ZC",13,"60S ribosomal protein L10a"
"EOG7ND3ZD",13,"EP300-interacting inhibitor of differentiation 3"
"EOG7NPQNX",13,"hypothetical protein SINV_09247"
"EOG7NPQPD",13,"hypothetical protein SINV_08781"
"EOG7NWG55",13,"Exocyst complex component 4"
"EOG7P36N5",13,"hypothetical protein SINV_03743"
"EOG7PCTB1",13,"hypothetical protein SINV_08335"
"EOG7PCTBD",13,"UPF0533 protein"
"EOG7PKJTW",13,"hypothetical protein EAG_05166"
"EOG7PPF26",13,"TRAF3-interacting protein 1"
"EOG7PS99M",13,"hypothetical protein SINV_10363"
"EOG7PW5HN",13,"hypothetical protein SINV_16564"
"EOG7PW5J4",13,"hypothetical protein SINV_07424"
"EOG7PW5JG",13,"39SribosomalproteinL14,mitochondrial"
"EOG7Q8NGT",13,"hypothetical protein SINV_06240"
"EOG7QCHQS",13,"hypothetical protein SINV_01483"
"EOG7QP4FH",13,"hypothetical protein SINV_02128"
"EOG7QZR53",13,"hypothetical protein SINV_14447"
"EOG7RC73S",13,"Synaptic vesicle glycoprotein 2B"
"EOG7RJZM0",13,"RNA(guanine-9-)-methyltransferasedomain-containingprotein1-likeprotein,mitochondrial"
"EOG7SBXH3",13,"Probable cation-transporting ATPase 13A3"
"EOG7SBXHF",13,"26S proteasome non-ATPase regulatory subunit 7"
"EOG7SFSQV",13,"Vam6/Vps39-like protein"
"EOG7SRDG3",13,"hypothetical protein SINV_14679"
"EOG7SRDGS",13,"RNApolymerasesmallZn-bindingsubunit,putative"
"EOG7SV8PT",13,"hypothetical protein SINV_06697"
"EOG7TR3VR",13,"Charged multivesicular body protein 3"
"EOG7TXVBB",13,"hypothetical protein SINV_09234"
"EOG7V7G2D",13,"hypothetical protein SINV_13821"
"EOG7VF6HV",13,"Zinc finger CCCH domain-containing protein 3"
"EOG7VF6JF",13,"hypothetical protein SINV_02239"
"EOG7VXJR5",13,"Histone H1"
"EOG7W4963",13,"Protein yellow"
"EOG7W496Z",13,"26S proteasome non-ATPase regulatory subunit"
"EOG7W75FC",13,"GTP-binding protein 128up"
"EOG7X9R2P",13,"hypothetical protein SINV_08878"
"EOG7XDM96",13,"hypothetical protein SINV_13163"
"EOG7Z0TQQ",13,"hypothetical protein SINV_02552"
"EOG7Z9FG7",13,"Protein FAM136A"
"EOG7ZD9PJ",13,"hypothetical protein SINV_02598"
"EOG7ZD9Q2",13,"hypothetical protein SINV_00137"
"EOG7ZPXF3",13,"PREDICTED: ubiquitin-conjugating enzyme E2 L3-like"
"EOG70D11X",14,"hypothetical protein EAG_06783"
"EOG70D12B",14,"hypothetical protein SINV_15170"
"EOG70WC7K",14,"GPI mannosyltransferase 4"
"EOG71KFZ7",14,"hypothetical protein TcasGA2_TC016332"
"EOG728JKT",14,"T-complex protein 11-like protein 1"
"EOG72CDTK",14,"hypothetical protein SINV_12131"
"EOG72CDVD",14,"hypothetical protein EAG_11855"
"EOG735CR0",14,"PREDICTED: probable Ras GTPase-activating protein-like"
"EOG735CRH",14,"Protein OSCP1"
"EOG73G0FZ",14,"hypothetical protein SINV_02547"
"EOG73NQXN",14,"U2-associated SR140 protein"
"EOG745346",14,"hypothetical protein SINV_06257"
"EOG74JK2Z",14,"Growth hormone-inducible transmembrane protein"
"EOG74R9K3",14,"Kinesin-like protein KIF14"
"EOG75XRFM",14,"Alpha-tocopherol transfer protein-like"
"EOG76HZVT",14,"Endothelin-converting enzyme 2"
"EOG76MV41",14,"hypothetical protein SINV_13880"
"EOG76XFT6",14,"Parkin coregulated gene protein-like protein"
"EOG7772JH",14,"hypothetical protein SINV_00779"
"EOG789N5P",14,"hypothetical protein SINV_07381"
"EOG78Q44M",14,"hypothetical protein SINV_15675"
"EOG790QVK",14,"Protein unc-119-like protein"
"EOG79SPRN",14,"Ubiquitin carboxyl-terminal hydrolase 46"
"EOG7B39GT",14,"PREDICTED: uncharacterized protein LOC103315891"
"EOG7B39H6",14,"Transposable element Tc1 transposase"
"EOG7B65Q2",14,"hypothetical protein SINV_00468"
"EOG7CCMKB",14,"hypothetical protein SINV_13832"
"EOG7D2Q8T",14,"Pterin-4-alpha-carbinolamine dehydratase 2"
"EOG7DC9ZT",14,"hypothetical protein SINV_07360"
"EOG7DRSZ5",14,"hypothetical protein EAG_05165"
"EOG7DRSZ9",14,"hypothetical protein X777_01500"
"EOG7F58W6",14,"hypothetical protein SINV_00172"
"EOG7FFWKP",14,"CLIP-associating protein"
"EOG7FVCJR",14,"hypothetical protein SINV_00308"
"EOG7G2423",14,"PREDICTED: hematopoietically-expressed homeobox protein HHEX-like"
"EOG7G509D",14,"THAPdomain-containingprotein,partial"
"EOG7G7VH3",14,"Transcription elongation factor SPT6"
"EOG7GBQR4",14,"WW domain-containing adapter protein with coiled-coil"
"EOG7H1TDK",14,"Ras-related protein Rab-11B"
"EOG7H4PP2",14,"Glyoxalase domain-containing protein 4"
"EOG7HJ5N7",14,"Myogenic-determination protein"
"EOG7HTSBC",14,"Alpha-methylacyl-CoA racemase"
"EOG7J1HSZ",14,"Proto-oncogene tyrosine-protein kinase ROS"
"EOG7J7898",14,"PREDICTED: hypothetical protein LOC100678235"
"EOG7JHW0J",14,"10-formyltetrahydrofolate dehydrogenase"
"EOG7JMR7J",14,"Intraflagellar transport protein 122-like protein"
"EOG7JMR7S",14,"Segment polarity protein dishevelled-like protein DVL-3"
"EOG7KDQ4W",14,"E3 ubiquitin-protein ligase HECW2"
"EOG7KDQ5D",14,"hypothetical protein SINV_03419"
"EOG7M3STK",14,"PREDICTED: zinc finger protein 26-like"
"EOG7M6P2Z",14,"GDP-fucose protein O-fucosyltransferase 2"
"EOG7M9J9N",14,"hypothetical protein SINV_07278"
"EOG7MH8S4",14,"Putative protein disulfide-isomerase C1F5.02"
"EOG7ND3Z0",14,"Guanine nucleotide-binding protein subunit alpha-like protein"
"EOG7P0BCG",14,"hypothetical protein SINV_15836"
"EOG7P8Z35",14,"Coiled-coil domain-containing protein AGAP005037"
"EOG7Q5S81",14,"hypothetical protein SINV_07627"
"EOG7Q8NGC",14,"hypotheticalproteinYQE_06595,partial"
"EOG7Q8NGG",14,"Gamma-glutamyltranspeptidase"
