ln,morandin.ogg
RF55_1526,EOG703DBD
RF55_5068,EOG715ZZM
RF55_5064,EOG7G7VH4
RF55_5066,EOG7B91Z7
RF55_8977,EOG7P0BCT
RF55_3085,EOG76XFTQ
RF55_15441,EOG7GFM01
RF55_3087,EOG70PMS9
RF55_3968,EOG7GXZ5X
RF55_3969,EOG71PB59
RF55_3966,EOG78WVM0
RF55_3964,EOG790QVD
RF55_3963,EOG7CGGV2
RF55_3961,EOG7CCMM3
RF55_10252,EOG71PB55
RF55_14529,EOG7GNBG7
XLOC_018128,EOG7KT63P
RF55_10641,EOG7FC1C2
RF55_10646,EOG7CP79F
XLOC_018126,EOG7VJ2RZ
RF55_14523,EOG79WK1W
RF55_4378,EOG7P0BC1
XLOC_008818,EOG73ZBP3
RF55_3388,EOG799BJX
RF55_3389,EOG7V1QK6
RF55_3380,EOG77X56J
RF55_3385,EOG72VS1J
RF55_14864,EOG7X6VTC
XLOC_023622,EOG7N3H7D
RF55_8927,EOG7J4D29
RF55_3031,EOG75J8GC
RF55_3032,EOG7QP4G6
RF55_12281,EOG789N5P
RF55_8922,EOG70GW8W
RF55_3036,EOG77QDQV
RF55_8920,EOG7N97PZ
RF55_8929,EOG79PTHQ
RF55_6605,EOG73JVPM
RF55_6607,EOG7QK86G
RF55_12491,EOG7PKJT3
RF55_12493,EOG7HXNK5
XLOC_000373,EOG7JXC01
RF55_25851,EOG7HF9CK
XLOC_009621,EOG7H4PNW
RF55_11602,EOG7W1DZR
RF55_11605,EOG7JXC06
RF55_6469,EOG75N4QB
RF55_11607,EOG7B91Z0
XLOC_017208,EOG7P36M7
XLOC_021995,EOG7CKC25
XLOC_021992,EOG7ZD9PZ
RF55_15947,EOG7094T5
XLOC_016003,EOG7GBQRH
RF55_18726,EOG7TJCC8
XLOC_016008,EOG767C52
RF55_663,EOG7C04NF
RF55_667,EOG7CS3J6
XLOC_001779,EOG74BTMW
RF55_669,EOG7JMR8K
RF55_668,EOG7RC73Q
RF55_14097,EOG7V7G1W
XLOC_023978,EOG72VS1H
XLOC_001770,EOG7133QB
XLOC_021194,EOG7Z3Q09
RF55_7809,EOG7KX2BP
RF55_7801,EOG7NSKX3
RF55_7800,EOG7FVCKH
RF55_407,EOG7HF9D0
RF55_406,EOG7G241K
RF55_403,EOG7GBQRZ
RF55_409,EOG7MSWHF
RF55_408,EOG7Z9FFM
RF55_4123,EOG7SZ4XM
RF55_1950,EOG70D12H
RF55_4120,EOG7RVKB1
RF55_1955,EOG7SNJ75
RF55_1957,EOG73C474
RF55_1959,EOG7DNXPP
RF55_17760,EOG72VS1B
RF55_7739,EOG728JM5
RF55_17763,EOG7068KR
RF55_7733,EOG7FJRV4
RF55_7731,EOG786RXV
RF55_18484,EOG76HZVP
RF55_15619,EOG7VXJQB
RF55_15616,EOG796GBS
RF55_15617,EOG757NRD
RF55_15615,EOG7QK86V
RF55_10396,EOG71KFX7
XLOC_012272,EOG71KFXP
RF55_4385,EOG7MH8SQ
XLOC_012276,EOG7ZD9PV
XLOC_013006,EOG7NKVDR
XLOC_019060,EOG79D6T0
XLOC_013005,EOG7NKVDR
RF55_7180,EOG7D8FRN
XLOC_017831,EOG7JMR7M
RF55_9092,EOG71ZXVR
RF55_9095,EOG7D8FQX
RF55_9097,EOG7N0MZZ
RF55_2973,EOG7RC73Z
RF55_2606,EOG7FZ7SG
RF55_5651,EOG7C30W3
RF55_5656,EOG7CVZRW
RF55_2974,EOG7KDQ4Z
RF55_2978,EOG7QCHQW
RF55_5659,EOG75BJ0D
RF55_2608,EOG7JMR82
RF55_2609,EOG7KT63V
RF55_3556,EOG7FRH9R
RF55_3555,EOG7ZH5Z7
RF55_3552,EOG7CCMK3
RF55_3550,EOG72VS1Q
RF55_3559,EOG7QS0PJ
RF55_1775,EOG7FRH9Q
RF55_1774,EOG7QVVX0
RF55_1777,EOG7VXJQ9
RF55_1776,EOG7VXJQ9
RF55_1770,EOG70KRHT
RF55_1779,EOG7QVVXB
RF55_9546,EOG7J788T
RF55_9544,EOG71S6DK
RF55_9540,EOG796GBJ
RF55_9541,EOG7J7896
RF55_12701,EOG732HHP
RF55_5386,EOG72RWT3
RF55_8154,EOG7RNTVH
RF55_5475,EOG7J4D2G
RF55_8152,EOG71W2NS
XLOC_008366,EOG79PTJK
RF55_5470,EOG779XS2
RF55_5471,EOG7P8Z3V
XLOC_008368,EOG7NKVF1
RF55_9403,EOG7GNBG5
RF55_9405,EOG7HN1VN
RF55_9408,EOG79WK1W
XLOC_009951,EOG7Z3Q0B
RF55_12641,EOG718V74
RF55_12642,EOG7C5W42
RF55_22057,EOG7R8BVV
RF55_22052,EOG7CS3JG
XLOC_000568,EOG74R9KF
XLOC_023369,EOG7HN1VV
XLOC_009105,EOG7094T6
RF55_1394,EOG7JHW0M
XLOC_023107,EOG71GKPK
RF55_3730,EOG7MDDJK
XLOC_023108,EOG767C5K
RF55_6743,EOG7PGPJW
XLOC_021855,EOG7JHW17
RF55_617,EOG7J1HV2
RF55_5429,EOG7VF6HS
RF55_246,EOG71ZXWM
RF55_614,EOG7PPF2V
RF55_241,EOG7DZJDR
RF55_10468,EOG7TXV9R
XLOC_013967,EOG7K43F5
RF55_6816,EOG7HTSBB
RF55_3432,EOG722T3X
RF55_19917,EOG71S6D1
RF55_5353,EOG71S6D8
RF55_10724,EOG7D5KH5
RF55_10721,EOG78DHDX
RF55_8103,EOG7NWG43
RF55_18532,EOG7M0XKT
RF55_2430,EOG72VS1K
XLOC_024343,EOG7VF6HV
XLOC_024342,EOG76MV3F
XLOC_024341,EOG700J3S
XLOC_015525,EOG77DT20
RF55_8107,EOG7DZJD1
RF55_5895,EOG7H7JX1
XLOC_021279,EOG7X6VTM
RF55_19626,EOG7QK862
RF55_13280,EOG7P0BD6
XLOC_007357,EOG7JMR7M
XLOC_021276,EOG7133R4
RF55_13277,EOG7S29S6
RF55_10096,EOG751X8Q
RF55_10092,EOG7VXJQR
RF55_8712,EOG7GJG7B
RF55_8713,EOG7GJG7B
RF55_8715,EOG7R8BW3
RF55_14390,EOG7GNBFT
RF55_14396,EOG7QZR5P
RF55_8439,EOG7BSD56
RF55_8438,EOG7PCTBD
RF55_8436,EOG7D5KGK
XLOC_003464,EOG78T0C6
RF55_14176,EOG7N3H79
RF55_11417,EOG7RJZMC
RF55_9393,EOG7FNN2V
RF55_9392,EOG767C5P
RF55_9395,EOG7XHGJZ
RF55_9394,EOG76TKM6
RF55_9399,EOG7Q2X19
RF55_9398,EOG7MH8ST
RF55_8382,EOG77X56G
RF55_8387,EOG70WC7G
RF55_8386,EOG75XRFN
RF55_8385,EOG77469S
RF55_16825,EOG7G7VJ9
RF55_16827,EOG7MQ188
RF55_16820,EOG70SH0Q
XLOC_015941,EOG7KT64B
XLOC_015945,EOG7J1HT8
XLOC_014348,EOG73G0G6
XLOC_019506,EOG7426WF
XLOC_011083,EOG71GKPC
XLOC_003052,EOG7FZ7S9
RF55_340,EOG7Q2X0X
RF55_342,EOG79PTJD
RF55_9803,EOG7FZ7SM
RF55_349,EOG7CVZS3
RF55_14359,EOG7QZR59
RF55_4248,EOG722T48
RF55_4718,EOG7NSKX6
RF55_4719,EOG7WHS5P
RF55_1549,EOG790QVX
RF55_1546,EOG7HQX3R
RF55_4240,EOG7GR6QC
RF55_6360,EOG73RM5S
RF55_4711,EOG7Q8NH7
RF55_4244,EOG7QP4FP
RF55_4245,EOG7RG3BF
RF55_2011,EOG7Q01SB
RF55_2010,EOG71CQFW
RF55_12940,EOG703DBG
RF55_2015,EOG725PBM
RF55_5049,EOG7TN7MJ
RF55_5045,EOG7KDQ5Q
RF55_5043,EOG70KRJB
RF55_5040,EOG7B65Q3
RF55_10230,EOG70WC7H
RF55_3944,EOG7Q5S7T
RF55_3940,EOG7FVCJG
RF55_3942,EOG7Q5S7T
XLOC_007193,EOG7Q2X0V
RF55_8123,EOG7WHS4T
RF55_3948,EOG7GR6Q0
XLOC_007196,EOG7C30VV
RF55_6412,EOG767C4Q
XLOC_003289,EOG7NKVDH
XLOC_000776,EOG7B0F76
XLOC_018101,EOG78DHDW
XLOC_018104,EOG7D5KH6
RF55_5090,EOG7G508V
XLOC_018108,EOG7XHGHX
XLOC_013819,EOG7068KP
RF55_705,EOG7Z6K6M
RF55_13702,EOG751X8T
RF55_13700,EOG790QV8
XLOC_010354,EOG7TV02T
RF55_13704,EOG7ZPXF3
XLOC_009824,EOG7C5W3D
XLOC_004085,EOG78DHDR
XLOC_022191,EOG7K43F5
XLOC_022197,EOG7J7899
XLOC_008993,EOG786RZ5
XLOC_024134,EOG7FVCK7
XLOC_024139,EOG7VQT7P
XLOC_015310,EOG7K43G4
XLOC_015311,EOG7K43G4
XLOC_020733,EOG7NPQP3
XLOC_020731,EOG71KFXZ
RF55_11256,EOG7PCTBJ
XLOC_012850,EOG7D5KGP
XLOC_022991,EOG7VTPG8
XLOC_023644,EOG7HF9CR
RF55_8949,EOG73ZBNT
RF55_8947,EOG7XDM9G
RF55_8943,EOG7V7G1Z
RF55_3057,EOG793M2R
RF55_3052,EOG7T7RN9
RF55_3053,EOG7QGCZB
RF55_3051,EOG79WK0C
XLOC_020594,EOG7PW5JH
RF55_6664,EOG70GW8V
XLOC_000355,EOG7WTCWB
XLOC_016995,EOG7M0XKK
RF55_7336,EOG77X56T
RF55_11629,EOG7WX842
RF55_11628,EOG7B39GQ
XLOC_013740,EOG7XT381
RF55_11623,EOG72P1J8
RF55_11622,EOG7CVZS3
RF55_11626,EOG7BPHXG
RF55_6480,EOG73G0FZ
RF55_6487,EOG7SBXHJ
RF55_6489,EOG7772J4
XLOC_021466,EOG7P0BD0
XLOC_013747,EOG7RJZKD
XLOC_021462,EOG73C475
XLOC_017228,EOG79WK0Z
RF55_649,EOG7426X0
RF55_648,EOG7BW8CH
XLOC_016576,EOG7N3H7M
RF55_641,EOG7GR6Q7
XLOC_010908,EOG7J1HT9
RF55_642,EOG7GR6Q7
RF55_644,EOG7HN1W4
XLOC_014593,EOG71PB50
XLOC_021647,EOG779XS5
RF55_7531,EOG7SFSRJ
RF55_7822,EOG7DRSXM
RF55_7821,EOG73VGDV
XLOC_010061,EOG77QDRK
RF55_7537,EOG7068K6
RF55_7288,EOG7Q5S7J
RF55_7538,EOG7MDDJJ
RF55_7285,EOG7R5GNB
RF55_7282,EOG757NS9
RF55_429,EOG76HZW9
RF55_428,EOG7GJG75
RF55_427,EOG7Q8NGF
XLOC_007974,EOG7M9J9X
RF55_1977,EOG7P8Z39
RF55_1975,EOG767C57
RF55_1974,EOG7CCMM4
RF55_1973,EOG7P8Z40
RF55_1972,EOG72VS27
RF55_1971,EOG7BKNP6
RF55_1979,EOG7HJ5MT
RF55_18709,EOG7QGD0S
RF55_7752,EOG77DT1C
RF55_15961,EOG7GJG73
RF55_15630,EOG7MH8S7
RF55_15631,EOG789N6C
RF55_15639,EOG7RC74S
RF55_14617,EOG7DK2G5
RF55_10286,EOG7J788S
RF55_10287,EOG7M6P2D
XLOC_016683,EOG71GKPG
XLOC_015087,EOG7KDQ4W
XLOC_017813,EOG7VBB93
XLOC_022345,EOG767C4Q
RF55_2959,EOG7ZM255
RF55_5670,EOG76B7D5
XLOC_000991,EOG7VF6JM
RF55_18872,EOG7W75F2
RF55_2954,EOG7TR3V9
RF55_2955,EOG7TR3V9
RF55_5676,EOG7HXNK4
RF55_5677,EOG7R5GMM
RF55_4509,EOG70PMRS
RF55_1028,EOG7X40KH
RF55_1759,EOG7426WR
RF55_1758,EOG725PBT
RF55_1020,EOG7PW5J0
RF55_1023,EOG71ZXWD
RF55_1022,EOG7GBQRX
RF55_4505,EOG7F2DNT
RF55_1756,EOG7FC1CR
RF55_4507,EOG7FFWMK
RF55_9569,EOG71S6CZ
RF55_9565,EOG747ZCD
RF55_9567,EOG7FNN32
RF55_8179,EOG75XRDW
RF55_2488,EOG7WHS54
RF55_12724,EOG7C8RB6
RF55_2486,EOG7M9JB9
RF55_5455,EOG7TJCCH
RF55_5456,EOG7JTGR2
RF55_2485,EOG7PKJTF
RF55_5451,EOG7133R3
RF55_5452,EOG7TFH4Z
RF55_2481,EOG7JMR7N
XLOC_008344,EOG7P36N3
XLOC_018356,EOG72CDV5
XLOC_018355,EOG7NPQP9
RF55_11398,EOG7K6ZPC
XLOC_001119,EOG7K9TZC
RF55_11393,EOG73NQZ5
RF55_11391,EOG771B2C
RF55_11390,EOG7WB1PT
XLOC_014860,EOG7D5KGM
RF55_3537,EOG77X57F
XLOC_004691,EOG779XSG
XLOC_004697,EOG7SBXHH
XLOC_004695,EOG751X8P
XLOC_022836,EOG7VF6JC
RF55_2229,EOG7HBF53
XLOC_021375,EOG77HP80
RF55_2220,EOG7PW5HZ
RF55_2225,EOG7TN7MQ
XLOC_023123,EOG7PPF29
RF55_3287,EOG74V5T7
RF55_3286,EOG7ND3ZF
XLOC_021378,EOG7JF0SH
RF55_3288,EOG7ND3ZF
RF55_10880,EOG71ZXVT
RF55_2159,EOG75R0ZH
RF55_10912,EOG745353
RF55_10911,EOG7W1DZK
XLOC_008837,EOG7VJ2RS
XLOC_021878,EOG73NQXM
XLOC_021879,EOG74BTM4
XLOC_007418,EOG7GBQRV
XLOC_007410,EOG7GFM13
XLOC_020692,EOG7F2DMV
RF55_10702,EOG79PTH9
RF55_10700,EOG7RVK9F
RF55_8883,EOG79WK0S
RF55_8885,EOG7F2DNM
RF55_8886,EOG74Z22C
XLOC_015500,EOG7CP7B0
XLOC_015503,EOG78M7WF
XLOC_020477,EOG7KHKD4
XLOC_021253,EOG7KMFNW
XLOC_012047,EOG7H7JWP
XLOC_017569,EOG7094TT
XLOC_012048,EOG7H7JWP
XLOC_013270,EOG7GV2ZP
RF55_8777,EOG77DT1M
RF55_8778,EOG7TV036
RF55_7849,EOG7RNTTQ
RF55_14375,EOG7ZWNW2
RF55_9821,EOG7G508F
RF55_6832,EOG7TFH48
RF55_6343,EOG71CQFF
RF55_9822,EOG7XT38Q
RF55_6346,EOG7F854C
RF55_7594,EOG7Q5S7Q
RF55_8412,EOG7R2MCX
RF55_8410,EOG7FJRV6
RF55_8417,EOG7ND3Z7
RF55_2803,EOG7W496P
RF55_2906,EOG7GXZ6C
XLOC_003405,EOG75N4R6
RF55_5625,EOG7133R1
RF55_2904,EOG72ZN8J
XLOC_006169,EOG7RJZKH
RF55_11476,EOG7VXJQ2
RF55_14114,EOG7GFM12
RF55_14115,EOG7DRSZ9
RF55_2805,EOG7VTPGS
RF55_14119,EOG7N97QD
XLOC_019743,EOG7VBB8R
RF55_18112,EOG7M6P3X
XLOC_016743,EOG7ZM261
XLOC_016744,EOG78M7WH
XLOC_001925,EOG78T0CB
RF55_4088,EOG779XS4
RF55_4089,EOG779XS4
RF55_4086,EOG74FPV2
RF55_4087,EOG7WHS4J
RF55_4080,EOG76XFTN
RF55_4081,EOG7NKVDC
XLOC_019564,EOG7M0XKN
XLOC_019562,EOG70SH0W
XLOC_019560,EOG76MV3F
RF55_368,EOG79SPS4
RF55_362,EOG7JTGRF
RF55_361,EOG7WDWXF
RF55_366,EOG7R5GMX
RF55_364,EOG7PCTBT
RF55_365,EOG7F8545
RF55_1564,EOG7N97QF
RF55_1567,EOG7CCMKM
RF55_1563,EOG703DB4
RF55_4268,EOG7GV2ZK
RF55_2037,EOG757NSB
RF55_2036,EOG7W1DZ9
RF55_2035,EOG7W1DZ9
RF55_5026,EOG7QCHQX
RF55_2033,EOG7ZD9PR
RF55_5020,EOG72VS14
RF55_5023,EOG7Z0TR0
RF55_2030,EOG7CCMK9
RF55_4534,EOG7BCX5X
RF55_15405,EOG7W75F3
RF55_15404,EOG7W75F3
RF55_15400,EOG7BPHWQ
RF55_11895,EOG7WQHMV
RF55_11898,EOG77469V
RF55_9624,EOG7SZ4XX
XLOC_013874,EOG7SBXH3
XLOC_013872,EOG7SBXH3
XLOC_010372,EOG7G7VJC
RF55_21048,EOG7WQHN6
RF55_13727,EOG70PMSJ
RF55_13722,EOG7SJP07
RF55_13723,EOG7KHKDJ
XLOC_024115,EOG738806
XLOC_010216,EOG7SZ4Z3
XLOC_010217,EOG7NPQPD
XLOC_015334,EOG7P8Z30
XLOC_015332,EOG767C4S
XLOC_010213,EOG75FD7D
RF55_11275,EOG7XQ70Z
RF55_8963,EOG78T0CG
RF55_8960,EOG7X14BC
RF55_3078,EOG70WC7S
RF55_8966,EOG7CCMKZ
RF55_8964,EOG7Q5S7W
RF55_3074,EOG7K6ZPB
RF55_3075,EOG745346
RF55_8969,EOG73RM66
RF55_3077,EOG793M3M
RF55_3070,EOG7S561H
RF55_3072,EOG7GFM0D
RF55_6647,EOG767C5B
RF55_6136,EOG73ZBN8
RF55_6137,EOG71W2MQ
RF55_6643,EOG7PKJT0
RF55_6138,EOG7RZFJ7
RF55_6648,EOG7X9R38
RF55_22240,EOG7JHW15
RF55_11644,EOG74534F
RF55_11640,EOG7TBMWD
RF55_11642,EOG77QDQV
RF55_4868,EOG7PPF2D
XLOC_021409,EOG7RG3BN
RF55_4860,EOG73G0FW
RF55_4861,EOG7JTGQP
RF55_4867,EOG7RRQ25
RF55_4865,EOG73VGDB
RF55_999,EOG7P0BCB
RF55_629,EOG7MH8T6
RF55_628,EOG78DHDH
RF55_997,EOG7426WF
RF55_996,EOG78T0CJ
RF55_623,EOG7KT647
RF55_622,EOG75TW5X
RF55_620,EOG7HN1W3
RF55_14058,EOG78M7WJ
XLOC_002676,EOG7DVP5X
RF55_7517,EOG7JHW1N
RF55_7516,EOG73ZBPC
RF55_7515,EOG7K9TXJ
RF55_7511,EOG7068KB
RF55_15183,EOG767C4Z
RF55_15180,EOG7PPF2Q
RF55_15186,EOG764GXC
RF55_195,EOG7S8288
RF55_190,EOG718V68
RF55_193,EOG7BGSFG
RF55_13122,EOG7JB4J1
RF55_13123,EOG73NQZ6
RF55_13128,EOG7QZR59
RF55_1911,EOG725PC8
RF55_1912,EOG7CGGTF
RF55_10112,EOG7GR6Q4
RF55_17724,EOG7JHW0H
RF55_10117,EOG7Q2X0P
XLOC_012182,EOG767C52
RF55_7772,EOG7KHKDG
RF55_7771,EOG771B34
RF55_7777,EOG75N4R4
RF55_7774,EOG73G0GK
RF55_15987,EOG764GZ0
RF55_15984,EOG7P8Z2Z
XLOC_022222,EOG78M7W5
RF55_12612,EOG7XQ70T
RF55_4698,EOG7X6VV3
RF55_12611,EOG7XMBSB
RF55_4690,EOG747ZCQ
RF55_4693,EOG7GFM13
RF55_4695,EOG7J1HTD
RF55_4694,EOG7JMR7T
RF55_13746,EOG71PB5J
XLOC_022320,EOG718V6H
RF55_5618,EOG76B7D9
RF55_5619,EOG7NKVFF
RF55_12299,EOG7WB1PN
RF55_5615,EOG7T215R
RF55_5612,EOG7FC1C3
RF55_2930,EOG7N3H7S
RF55_16451,EOG72CDTT
RF55_16450,EOG72CDTT
RF55_4529,EOG7PS98R
RF55_1008,EOG7MM51N
RF55_1007,EOG7V7G1T
RF55_4526,EOG757NRW
RF55_4525,EOG7XWZHP
RF55_1004,EOG7WX83V
XLOC_023313,EOG7NWG4R
RF55_14964,EOG7Z0TQJ
RF55_8192,EOG73G0H1
RF55_8191,EOG72K5B3
RF55_12741,EOG7SNJ7G
RF55_8194,EOG7K6ZPW
RF55_8195,EOG7CVZRR
XLOC_011766,EOG7ZPXF4
RF55_16186,EOG7RZFJH
RF55_16184,EOG7JTGRX
XLOC_004323,EOG789N5K
XLOC_001135,EOG7HTSC5
XLOC_004457,EOG74NFB7
RF55_12604,EOG7QK86T
RF55_3513,EOG75TW69
RF55_3512,EOG7MH8SV
RF55_3511,EOG7QS0PR
RF55_3516,EOG7VJ2RW
RF55_3515,EOG77MJH2
RF55_3514,EOG7HN1V7
XLOC_022818,EOG7M6P3H
RF55_2202,EOG7GFM05
RF55_2203,EOG7GFM05
RF55_2205,EOG7PW5HH
RF55_8030,EOG74V5SP
RF55_2208,EOG72K59N
RF55_2209,EOG7K176Q
RF55_2052,EOG7NH06D
RF55_4989,EOG7DVP5F
RF55_4980,EOG7XMBS1
XLOC_005497,EOG73C47H
XLOC_013606,EOG74V5TD
XLOC_013607,EOG7W75FM
RF55_768,EOG7S29SJ
RF55_13912,EOG78M7W1
XLOC_009494,EOG703DBR
XLOC_020670,EOG7M6P2C
XLOC_009492,EOG7W75FG
XLOC_009491,EOG7B65Q8
XLOC_011975,EOG75R0ZK
XLOC_005140,EOG70WC7V
RF55_7183,EOG7TJCCR
RF55_7188,EOG7R2MD8
RF55_7189,EOG78Q44M
XLOC_010005,EOG716008
XLOC_024300,EOG7VBB8Z
RF55_6589,EOG7PPF2G
RF55_6588,EOG767C4V
RF55_6583,EOG7H4PP6
RF55_6582,EOG7H1TDP
RF55_6581,EOG76QQBM
RF55_6586,EOG7ZWNWK
RF55_7988,EOG7XWZGT
RF55_7989,EOG7GR6Q1
RF55_7986,EOG72RWSQ
RF55_7980,EOG7M3STH
RF55_8751,EOG7PKJTS
RF55_11186,EOG70SH0R
RF55_11187,EOG722T3M
RF55_9808,EOG7KX2C1
RF55_9807,EOG7PW5JF
RF55_6365,EOG77T8ZV
RF55_6363,EOG718V74
RF55_9802,EOG75XRFF
RF55_6361,EOG7T4WF8
RF55_9800,EOG71CQFG
RF55_14139,EOG72RWS2
RF55_11451,EOG7T216B
RF55_14132,EOG75TW6K
RF55_14134,EOG7GNBG0
RF55_11457,EOG7RC74S
XLOC_014650,EOG73ZBP1
XLOC_019765,EOG7BGSFS
RF55_12191,EOG7CP79B
XLOC_011518,EOG7PW5HP
XLOC_011510,EOG7QZR52
XLOC_011511,EOG74JK3D
XLOC_019768,EOG7X9R24
XLOC_016721,EOG7XT380
RF55_20005,EOG7SFSQS
RF55_4063,EOG761MPT
RF55_4060,EOG7VBB95
RF55_4061,EOG7Q2X17
RF55_4064,EOG7NH05Z
RF55_4065,EOG75XRDX
RF55_380,EOG7MSWHK
RF55_383,EOG718V6N
RF55_385,EOG7G7VJ1
RF55_387,EOG7TXVBC
RF55_388,EOG7QK866
RF55_389,EOG73C47T
RF55_13353,EOG7BW8D2
RF55_5163,EOG7RG3BQ
RF55_4206,EOG7FFWMV
RF55_4204,EOG7SRDFW
RF55_4203,EOG7SRDFW
RF55_16248,EOG7SRDG9
RF55_16245,EOG75BJ1D
RF55_16240,EOG72CDTK
RF55_4346,EOG78Q454
XLOC_018499,EOG75J8GK
RF55_21207,EOG7CS3KK
XLOC_019540,EOG79WK0P
XLOC_019817,EOG7BCX6R
RF55_20911,EOG79KZ8M
XLOC_013858,EOG71S6D4
XLOC_018141,EOG76F3N7
XLOC_009867,EOG7Q5S80
RF55_13745,EOG703DBG
XLOC_012721,EOG7QK879
RF55_10922,EOG7VBB9G
RF55_9241,EOG75XRFC
RF55_8038,EOG7J4D2S
RF55_5009,EOG7Q5S7V
RF55_2059,EOG7T4WDH
RF55_7035,EOG7XDM9S
RF55_5550,EOG7FNN2H
RF55_8033,EOG7VBB8F
RF55_5552,EOG7RRQ2M
RF55_5555,EOG7WHS56
XLOC_004884,EOG7NWG44
RF55_8037,EOG78DHD6
RF55_8036,EOG75R0ZD
RF55_3898,EOG7JTGR7
XLOC_004885,EOG70PMRK
RF55_3892,EOG74Z220
RF55_3897,EOG7JTGR7
RF55_3895,EOG7WX84B
RF55_9631,EOG7RRQ2G
XLOC_012893,EOG74BTMW
XLOC_012896,EOG7QP4G6
RF55_11212,EOG7Z9FG3
RF55_11210,EOG7PW5J2
RF55_3092,EOG7PCTB5
RF55_3093,EOG7PPF26
RF55_3096,EOG7XT389
RF55_3097,EOG7Z3Q0T
RF55_3098,EOG79H31G
RF55_3099,EOG7JHW0H
RF55_20648,EOG7JXC03
XLOC_004154,EOG70GW9J
RF55_9637,EOG7T215J
RF55_23177,EOG7JHW1S
XLOC_009689,EOG799BJN
XLOC_020086,EOG78WVKZ
RF55_12243,EOG7G7VJ9
RF55_11663,EOG7XQ713
RF55_11661,EOG7B91Z4
RF55_11660,EOG74Z222
XLOC_021421,EOG7SFSR7
RF55_4844,EOG7G5096
RF55_4847,EOG7GBQR5
RF55_4849,EOG7VXJQX
XLOC_023680,EOG70SH1C
RF55_973,EOG70SH16
RF55_604,EOG7R8BWG
RF55_607,EOG74NFBN
RF55_970,EOG7KMFNV
RF55_601,EOG7M9JB3
RF55_7523,EOG7QGCZ5
RF55_603,EOG7XQ70V
RF55_602,EOG7RZFJC
RF55_609,EOG7F58WT
XLOC_002655,EOG7FRHB7
XLOC_002653,EOG77X56V
XLOC_002652,EOG7MSWHJ
RF55_1931,EOG722T4P
RF55_13102,EOG7TXVBF
RF55_1939,EOG7KQ9WN
RF55_1938,EOG73G0FT
RF55_13108,EOG7C04N1
RF55_10134,EOG79D6SR
RF55_7790,EOG72CDVK
RF55_10136,EOG7HJ5MG
XLOC_022796,EOG7387ZR
RF55_10132,EOG79SPRV
RF55_7796,EOG7SV8PR
RF55_7798,EOG7W496F
XLOC_015712,EOG7DNXQ6
XLOC_010941,EOG75XRFC
XLOC_015840,EOG7KHKD4
RF55_14652,EOG7BGSFK
RF55_14659,EOG71GKPC
XLOC_017627,EOG7BKNPT
XLOC_005941,EOG75R0ZN
XLOC_022244,EOG7CGGTB
XLOC_022247,EOG7N0N0C
XLOC_022248,EOG73ZBNZ
XLOC_025227,EOG7BW8DR
RF55_1240,EOG7DK2FV
RF55_1249,EOG7T7RNS
RF55_1248,EOG7Z9FFK
RF55_3599,EOG7M0XKV
RF55_9033,EOG7HBF4W
RF55_9035,EOG761MPW
RF55_18835,EOG7FVCK0
RF55_2915,EOG7D5KH0
RF55_2916,EOG73JVPZ
RF55_2917,EOG7CS3J2
RF55_18830,EOG7MM526
RF55_8205,EOG7ZPXD8
RF55_8209,EOG767C5C
RF55_2919,EOG7D2Q7S
RF55_4545,EOG72K5BF
RF55_1796,EOG7VJ2S7
RF55_1067,EOG78M7WN
RF55_4546,EOG74R9K5
RF55_1792,EOG74534Q
RF55_4543,EOG700J3X
RF55_1790,EOG7WHS5P
RF55_14906,EOG7X40M2
XLOC_019152,EOG7M9J9S
RF55_5499,EOG7BW8CZ
RF55_12764,EOG7KMFN3
RF55_12763,EOG7ZPXDB
RF55_5495,EOG78WVM4
RF55_12760,EOG7D5KGS
XLOC_006413,EOG7V7G24
XLOC_008304,EOG7C5W3Z
XLOC_011708,EOG715ZZP
RF55_21435,EOG7HTSBS
XLOC_004300,EOG7772JW
XLOC_004302,EOG7772JW
XLOC_014827,EOG7M9J98
RF55_13881,EOG7XDM9C
XLOC_022876,EOG7F853W
RF55_2266,EOG7MSWHJ
RF55_2264,EOG7VBB8K
RF55_2263,EOG7M3STS
XLOC_016890,EOG7B39H6
RF55_3795,EOG7VTPG5
RF55_3794,EOG7SNJ7D
RF55_3797,EOG7TV035
RF55_3790,EOG74R9JR
RF55_13683,EOG7HJ5MV
RF55_12882,EOG7BPHX6
RF55_12880,EOG73RM66
RF55_12881,EOG796G9Z
RF55_22162,EOG77MJHJ
RF55_971,EOG7S561T
RF55_12889,EOG7HTSBR
RF55_10954,EOG7T7RN4
RF55_606,EOG7BKNP5
RF55_10952,EOG7RVKBF
RF55_10953,EOG7KX2BN
RF55_975,EOG73JVPP
XLOC_020335,EOG7B0F8C
RF55_13977,EOG7VTPGH
XLOC_020656,EOG7B39H6
RF55_13971,EOG7PKJT7
RF55_13970,EOG7K176R
RF55_5348,EOG7HTSB0
RF55_21855,EOG7CS3JM
XLOC_002798,EOG7FNN3R
XLOC_005169,EOG7JF0RM
XLOC_005166,EOG7TV03K
XLOC_011958,EOG75TW68
RF55_3138,EOG7KHKD5
RF55_5345,EOG7PS99R
RF55_3131,EOG7SRDG5
RF55_3130,EOG7D8FQW
XLOC_024325,EOG725PD7
