gene,NCBI_GeneID,NCBI_TranscriptID,CG_OE,GC_OE,Gene_body_methylation
NA,LOC409007,XM_006561827.2,1.320322974,1.161395208,NA
NA,LOC102654874,XM_006561828.2,1.607885772,1.171848953,NA
GB42604,LOC409006,XM_006561831.2,1.598913282,0.992428934,0.00303568
GB42604,LOC409006,XM_006561832.2,1.584938531,1.039208781,0.00299707
GB42604,LOC409006,XM_006561833.2,1.658356842,0.99147313,0.00303919
GB42881,LOC409004,XM_006561834.2,1.651335932,1.060791956,0.02825169
GB42884,LOC724358,XM_006561835.2,1.313793095,0.954892664,0.0032904
GB42884,LOC724358,XM_006561836.2,1.32383112,0.961019328,0.00328969
GB42884,LOC724358,XM_006561837.2,1.243663814,0.950095102,0.00326413
GB42602,LOC100578400,XM_006561840.2,1.897099581,0.871640348,0.00234483
GB42602,LOC100578400,XM_006561841.2,1.881324503,0.905165563,0.00234483
GB42599,LOC724664,XM_006561846.2,1.331707497,0.665853749,0.00312171
NA,LOC102655891,XM_006561847.2,1.701777542,1.063610964,NA
GB42894,LOC409001,XM_006561849.2,1.256351626,0.954098916,0.00341133
GB42894,LOC409001,XM_006561850.2,1.264351155,0.938840695,0.00326207
GB42894,LOC409001,XM_006561851.2,1.230638205,0.961548219,0.00313203
GB42894,LOC409001,XM_006561852.2,1.225635216,0.96272293,0.0030194
GB42593,LOC411316,XM_006561853.2,1.576823821,0.901042184,0.00352466
GB42593,LOC411316,XM_006561855.2,1.594113489,0.812287128,0.00331278
GB42592,LOC411315,XM_006561856.2,1.447678095,0.934651642,0.00350297
GB42898,LOC725335,XM_006561859.2,1.339204175,0.882174179,0.00444742
GB42897,LOC725302,XM_006561860.2,1.506252871,0.736754122,0.00271815
GB42584,LOC409000,XM_006561864.2,1.653169907,0.834382925,0.00325737
GB42584,LOC409000,XM_006561865.2,1.663355641,0.844215677,0.00325737
GB42585,LOC725557,XM_006561867.2,1.473265669,0.920791043,0.00345458
GB42585,LOC725557,XM_006561868.2,1.611960749,0.925618086,0.00342869
GB42580,LOC725710,XM_006561872.2,1.262298745,0.992576791,0.00315214
GB42899,LOC551133,XM_006561873.2,1.742888294,0.871444147,0.0061822
NA,LOC102653835,XM_006561875.2,1.543892505,0.933866686,NA
GB42903,LOC100576192,XM_006561876.2,1.361762764,1.04368679,0.00295505
NA,LOC102653932,XM_006561877.2,1.330965293,0.80295324,NA
NA,LOC102654008,XM_006561879.2,1.502811103,0.805724025,NA
NA,LOC102654053,XM_006561880.2,1.364609749,0.996900535,NA
NA,LOC102654158,XM_006561881.2,1.10753183,0.761428133,NA
NA,LOC102654246,XM_006561882.2,1.499579714,0.624824881,NA
GB42721,LOC725136,XM_006561888.1,0.548465122,0.792227399,0.40207616
NA,LOC100577064,XM_006561890.2,1.596202445,0.693087904,NA
NA,LOC102655476,XM_006561904.2,1.10011537,0.746506858,NA
NA,LOC102655512,XM_006561905.2,1.155334991,0.739414394,NA
GB53219,LOC724233,XM_006561912.2,1.033353548,1.033353548,0.14350239
GB53220,LOC408619,XM_006561913.2,1.193711137,0.971433891,0.00858835
NA,LOC102653658,XM_006561914.2,1.486551498,0.878416794,NA
GB53223,LOC412319,XM_006561915.2,0.775862955,1.232252928,0.20562441
GB53223,LOC412319,XM_006561916.2,0.616454186,1.286513084,0.20562441
NA,LOC102653893,XM_006561917.2,1.023691949,1.151653443,NA
NA,LOC102653920,XM_006561918.2,1.34025234,0.900649573,NA
GB53234,LOC724902,XM_006561920.2,0.948629515,0.948629515,0.00366289
GB53235,LOC100577342,XM_006561922.2,1.597784128,0.716248057,0.00389584
NA,LOC102654398,XM_006561923.2,0.316289741,0.84343931,NA
GB53236,LOC413244,XM_006561924.2,0.494915573,1.18018329,0.43640543
GB53194,LOC409290,XM_006561926.2,0.840243902,1.163414634,0.3689857
NA,LOC551892,XM_006561927.2,0.672544428,1.068865251,NA
NA,LOC551892,XM_006561928.2,0.630531426,1.192526827,NA
GB53249,LOC414037,XM_006561930.2,0.973820077,1.071202085,0.0028971
GB53249,LOC414037,XM_006561931.2,0.943676206,1.09346608,0.00288648
GB53249,LOC414037,XM_006561934.2,1.054067213,1.070283631,0.00304379
GB53249,LOC414037,XM_006561935.2,1.055246914,1.071481481,0.00304379
GB53249,LOC414037,XM_006561936.2,0.977614024,1.125178405,0.00305241
GB53247,LOC552602,XM_006561937.2,0.447285205,1.397766265,0.18423431
GB53188,LOC414038,XM_006561938.2,0.513598834,0.975837785,0.28330386
GB53185,LOC552648,XM_006561939.2,0.640602099,1.084095861,0.24696756
GB53250,LOC725317,XM_006561940.2,0.469528352,1.17382088,0.43413759
GB53251,LOC413950,XM_006561941.2,0.672005297,1.285575351,0.10752166
GB53251,LOC413950,XM_006561942.2,0.6700244,1.296351556,0.10752166
NA,LOC107963979,XM_006561943.2,1.545791317,0.6708151,NA
GB53253,LOC725532,XM_006561946.2,1.392252882,1.111724317,0.00315922
GB53183,LOC725574,XM_006561948.2,1.186497326,0.911229947,0.00313029
GB53256,LOC552676,XM_006561949.2,0.635145447,0.821952932,0.24470435
GB53180,LOC412511,XM_006561950.2,0.917438963,1.269333359,0.12980704
GB53178,LOC100578247,XM_006561951.2,1.306748882,1.036387044,0.0034808
GB53257,LOC725720,XM_006561954.2,1.128066312,0.865910057,0.00285086
GB53257,LOC725720,XM_006561955.2,1.134482461,0.870835129,0.00285086
NA,LOC102656395,XM_006561956.2,1.742052509,1.208771128,NA
NA,LOC102656904,XM_006561964.2,1.578906042,1.406213194,NA
GB55923,LOC100576383,XM_006561966.2,1.740605385,1.153657058,0.00266275
GB55923,LOC100576383,XM_006561967.2,1.710565813,1.199617583,0.00244212
NA,LOC102653782,XM_006561970.2,1.469221147,1.154388044,NA
GB55930,LOC409172,XM_006561971.2,1.237762238,0.904180925,0.00286564
GB55931,LOC411619,XM_006561972.2,0.4778154,1.01119073,0.11222835
GB55932,LOC411618,XM_006561977.2,0.75265769,1.087172218,0.14927456
GB55932,LOC411618,XM_006561978.2,0.604673807,1.310126582,0.38886953
NA,LOC102654345,XM_006561979.2,1.421475087,0.8747539,NA
GB55914,LOC725374,XM_006561981.2,0.517814183,1.26217207,0.51428764
GB55938,LOC725266,XM_006561982.2,0.447564721,1.268100044,0.15178571
GB55941,LOC409833,XM_006561983.2,1.446512214,1.305389071,0.1273259
GB55911,LOC726044,XM_006561988.2,1.135701287,1.098605516,0.00399198
GB55909,LOC725992,XM_006561990.2,0.67230017,0.900882228,0.05983936
GB55908,LOC413440,XM_006561991.2,1.13573414,1.127791943,0.0042422
GB55906,LOC725896,XM_006561992.2,0.476739399,1.171984356,0.13716631
GB55906,LOC725896,XM_006561993.2,0.463387059,1.208835807,0.13499643
GB55906,LOC725896,XM_006561994.2,0.48104336,1.154504064,0.13716631
GB55906,LOC725896,XM_006561995.2,0.489809336,1.155950033,0.13716631
GB55904,LOC551614,XM_006561997.2,0.485335487,1.069254745,0.38532191
GB55945,LOC411468,XM_006561998.2,0.601652649,1.076641582,0.29303908
GB55945,LOC411468,XM_006561999.2,0.588813877,1.082144423,0.29303908
NA,LOC107963962,XM_006562000.2,0.955129578,1.114317841,NA
GB55948,LOC726726,XM_006562003.2,0.944516374,0.806294465,0.20441379
GB55949,LOC409588,XM_006562006.2,0.71662134,1.233255329,0.00487349
GB55949,LOC409588,XM_006562007.2,0.721989133,1.225702482,0.00487349
GB55949,LOC409588,XM_006562008.2,0.879433419,1.15983248,0.00552033
GB55949,LOC409588,XM_006562009.2,0.735931708,1.19150848,0.00487349
GB55949,LOC409588,XM_006562011.2,0.686307373,1.300371864,0.00564163
GB55949,LOC409588,XM_006562013.2,0.661590969,1.323181938,0.00080159
GB55949,LOC409588,XM_006562014.2,0.693856829,1.296416706,0.00564163
NA,LOC102656185,XM_006562016.2,1.676470588,0.762032086,NA
NA,LOC102656221,XM_006562017.1,1.229126214,1.336006754,NA
GB43360,LOC724951,XM_006562024.2,0.946261682,0.946261682,0.0016703
GB43360,LOC724951,XM_006562025.2,0.983327885,0.921869892,0.00167181
GB43369,LOC412101,XM_006562027.2,1.377328026,0.703131744,0.00284394
GB43367,LOC725108,XM_006562028.2,1.436745476,0.996661276,0.00492383
GB55056,LOC409622,XM_006562030.2,0.683693086,1.349394248,0.1653574
GB55056,LOC409622,XM_006562031.2,0.671421545,1.400393507,0.16111218
GB55060,LOC724287,XM_006562034.2,1.387029944,1.224717929,0.00265049
GB55060,LOC724287,XM_006562035.2,1.362271338,1.207467777,0.00247519
GB55060,LOC724287,XM_006562036.2,1.347938434,1.193888327,0.00286585
GB55053,LOC550987,XM_006562037.2,0.996060875,0.949732462,0.33070777
GB40581,LOC412863,XM_006562042.2,1.310180556,1.061319444,0.00449142
GB40589,LOC412864,XM_006562043.2,0.519893899,1.188328912,0.14983974
GB40589,LOC412864,XM_006562044.2,0.517148906,1.098941426,0.06329285
GB40578,LOC552330,XM_006562047.2,0.587336041,1.25857723,0.31187124
GB40578,LOC552330,XM_006562048.2,0.588615056,1.244500405,0.31187124
GB40578,LOC552330,XM_006562052.2,0.616200295,1.232400589,0.31820713
GB40578,LOC552330,XM_006562053.2,0.617579315,1.218003649,0.31820713
GB40578,LOC552330,XM_006562054.2,0.555228616,1.289563237,0.31187124
GB40578,LOC552330,XM_006562055.2,0.558037987,1.278087003,0.31187124
GB40578,LOC552330,XM_006562057.2,0.584953964,1.261306984,0.31820713
GB40591,LOC727505,XM_006562061.2,0.285765636,1.428828181,0.61597602
GB40592,LOC410158,XM_006562063.2,1.033521992,1.178577711,0.07518966
GB40592,LOC410158,XM_006562065.2,0.913890236,1.184195799,0.07943429
GB40592,LOC410158,XM_006562066.2,0.910681913,1.169118672,0.07518966
GB40577,LOC100578132,XM_006562068.2,1.137180468,1.016990663,0.24200584
NA,LOC100188940,XM_006562069.2,0.987179487,1.151709402,NA
GB46736,LOC411981,XM_006562082.2,0.834515105,1.194102915,0.12361055
GB46736,LOC411981,XM_006562083.2,0.837286557,1.19899435,0.1262713
GB46736,LOC411981,XM_006562084.2,0.848082596,1.197492625,0.13123213
GB46736,LOC411981,XM_006562086.2,0.835786554,1.195922224,0.12361055
GB46737,LOC552771,XM_006562087.2,1.084738545,1.338613524,0.05964
GB46737,LOC552771,XM_006562088.2,1.175210215,1.352600436,0.05964
GB46734,LOC726653,XM_006562091.2,0.74537037,1.597222222,0.40158703
GB46731,LOC412293,XM_006562093.2,0.613419057,1.015661062,0.22688057
NA,LOC409254,XM_006562094.2,0.314030612,1.099107143,NA
GB46732,LOC411892,XM_006562095.2,0.774107095,1.284314043,0.18185574
GB46732,LOC411892,XM_006562096.2,0.753676024,1.381739377,0.18185574
GB46745,LOC726568,XM_006562097.2,0.461443974,1.504708612,0.56891474
GB46746,LOC726551,XM_006562098.2,1.103777501,1.126772866,0.20482314
GB46751,LOC412408,XM_006562099.2,0.483307408,1.316596041,0.32671276
GB46749,LOC413705,XM_006562100.2,1.137814931,1.056542436,0.00368907
GB46752,LOC411080,XM_006562102.2,0.759633623,1.104921633,0.17641523
GB46725,LOC411079,XM_006562112.2,1.157285242,0.946869743,0.00329385
GB46725,LOC411079,XM_006562113.2,1.154331805,0.959289534,0.00329385
GB46725,LOC411079,XM_006562114.2,1.165683777,0.976260164,0.00329385
GB46725,LOC411079,XM_006562116.2,1.112934484,0.955716973,0.00326894
GB46720,LOC726284,XM_006562117.2,1.378756763,0.935038495,0.00304926
GB46720,LOC726284,XM_006562118.2,1.377820364,0.935557037,0.00305168
GB46720,LOC726284,XM_006562119.2,1.377205462,0.936295432,0.00305168
GB46757,LOC100578984,XM_006562120.2,1.38178816,1.004936844,0.0030732
GB46762,LOC726047,XM_006562126.2,0.652307692,0.489230769,0.11390515
GB46710,LOC100579049,XM_006562127.2,1.061282394,0.891477211,0.00146721
GB46710,LOC100579049,XM_006562128.2,1.045551051,0.92643764,0.00159302
GB46710,LOC100579049,XM_006562129.2,1.036425439,0.930125394,0.00159302
GB46710,LOC100579049,XM_006562130.2,1.025476218,0.957111137,0.00159302
GB46705,LOC408830,XM_006562131.2,1.182173289,0.763069482,0.00328527
GB46705,LOC408830,XM_006562132.2,1.180886343,0.762481776,0.00328675
GB46705,LOC408830,XM_006562133.2,1.179149821,0.762143612,0.00328675
GB46705,LOC408830,XM_006562134.2,1.181960013,0.76440149,0.00328675
GB46705,LOC408830,XM_006562135.2,1.168408984,0.772428431,0.00328675
GB46705,LOC408830,XM_006562136.2,1.180726608,0.762325967,0.00328527
GB46768,LOC408828,XM_006562137.2,1.111376758,1.044426351,0.00384186
GB46768,LOC408828,XM_006562138.2,1.152602561,1.114604674,0.004855
GB46768,LOC408828,XM_006562139.2,1.216178256,1.046174844,0.004855
GB46768,LOC408828,XM_006562140.2,1.135030671,1.029094475,0.00384186
GB46766,LOC552486,XM_006562144.2,0.713068272,1.1115476,0.18367036
GB46765,LOC100577584,XM_006562145.2,1.372621303,0.780510153,0.00305241
GB46691,LOC411070,XM_006562148.2,0.878487394,1.05700355,0.0776684
GB46692,LOC725361,XM_006562150.2,0.934930145,1.136117645,0.00330654
GB46774,LOC411071,XM_006562151.2,0.682388511,1.069690098,0.09668237
GB46776,LOC724868,XM_006562152.2,0.835611445,0.65655185,0.13380485
GB46689,LOC411068,XM_006562154.2,0.654182233,1.144818908,0.17858822
GB46689,LOC411068,XM_006562155.2,0.656104453,1.148182793,0.17858822
GB46784,LOC724925,XM_006562156.2,0.78808832,1.128883269,0.31520778
GB46784,LOC724925,XM_006562157.2,0.686595557,0.996670969,0.04271021
GB46784,LOC724925,XM_006562158.2,0.793109726,1.114640695,0.31520778
GB46686,LOC411065,XM_006562160.2,1.354928054,0.951519054,0.00364394
GB46686,LOC411065,XM_006562161.2,1.369993466,0.95219404,0.00351243
GB46686,LOC411065,XM_006562162.2,1.448016055,0.972239352,0.00349429
GB46686,LOC411065,XM_006562165.2,1.356044059,0.954428223,0.00334651
GB46687,LOC552195,XM_006562166.1,1.367884823,1.012816848,0.00350637
GB46687,LOC552195,XM_006562167.1,1.365623774,1.013960999,0.00350637
GB46687,LOC552195,XM_006562168.2,1.410205923,1.02054376,0.00343257
GB46787,LOC552023,XM_006562172.2,0.648441771,1.458993986,0.13934352
GB46789,LOC413527,XM_006562173.2,1.377207191,0.866388524,0.00352418
GB46790,LOC412751,XM_006562178.2,0.407008711,1.271902223,0.2158211
GB46795,LOC413021,XM_006562179.1,0.99228862,0.930909942,0.00308051
GB46795,LOC413021,XM_006562180.2,0.978090787,0.92307318,0.00303149
GB46795,LOC413021,XM_006562181.2,0.990928207,0.934837931,0.00308098
GB46795,LOC413021,XM_006562182.2,0.988039854,0.921336742,0.00308098
GB46795,LOC413021,XM_006562183.2,0.981176544,0.918145931,0.00308098
GB46795,LOC413021,XM_006562184.2,0.978334677,0.907689066,0.00308098
GB46795,LOC413021,XM_006562186.2,0.998251658,0.928808065,0.00308098
GB46677,LOC551802,XM_006562187.2,1.170382478,0.834439359,0.00263148
GB46674,LOC100578151,XM_006562188.2,1.348640483,1.086404834,0.00352976
GB46673,LOC413020,XM_006562189.2,1.375182108,0.941566128,0.00264088
GB46797,LOC724168,XM_006562191.2,1.569936502,1.046624335,0.00305907
GB46801,LOC727582,XM_006562192.2,0.251349108,1.220838522,0.2996058
GB46727,LOC552691,XM_006562194.2,0.587564362,1.233885159,0.43340805
GB46696,LOC408826,XM_006562199.2,1.13335259,0.893751204,0.00310759
NA,LOC102656371,XM_006562200.2,1.472097627,0.664546929,NA
NA,LOC100577974,XM_006562201.2,1.439738292,0.815426997,NA
GB40666,LOC100577813,XM_006562202.2,1.297127455,1.162941856,0.00256215
GB40708,LOC406108,XM_006562203.2,1.160119716,1.367283951,0.00233851
GB40671,LOC409779,XM_006562204.2,1.437723175,0.995854126,0.00332507
GB40671,LOC409779,XM_006562205.2,1.501635842,0.971646721,0.00333776
NA,LOC102653716,XM_006562208.2,0.99563516,0.951384708,NA
NA,LOC102653810,XM_006562209.2,1.381601754,1.19981205,NA
NA,LOC102653865,XM_006562210.2,1.169746717,1.169746717,NA
GB40667,LOC100577852,XM_006562211.2,1.212962118,1.004484254,0.00331973
GB40670,LOC409778,XM_006562213.2,1.181028077,0.899830916,0.00345125
NA,LOC102654211,XM_006562214.2,1.272738981,0.873659809,NA
NA,LOC102654211,XM_006562215.2,1.291888506,0.872024742,NA
GB40672,LOC412731,XM_006562216.2,0.472591394,1.151941523,0.20636363
GB40672,LOC412731,XM_006562217.2,0.472904122,1.152703798,0.20636363
GB40655,LOC552268,XM_006562218.2,0.556925676,1.485135135,0.24866713
GB40654,LOC552247,XM_006562219.2,0.585000693,1.228501456,0.42335849
GB40654,LOC552247,XM_006562220.2,0.58285767,1.224001106,0.42335849
NA,LOC102654899,XM_006562224.2,1.462217938,0.929117648,NA
NA,LOC102654933,XM_006562225.2,1.192227979,1.016900335,NA
GB40648,LOC724292,XM_006562227.2,1.443869707,0.918162405,0.00322588
GB40678,LOC408374,XM_006562228.2,1.314716654,0.949656973,0.0033108
GB40678,LOC408374,XM_006562230.2,1.285451707,0.943366299,0.0033108
GB40678,LOC408374,XM_006562231.2,1.284993986,0.943030387,0.0033108
GB40690,LOC409108,XM_006562232.2,1.19642447,1.083703487,0.00309655
GB40690,LOC409108,XM_006562234.2,1.278911565,1.056776223,0.00310212
GB40690,LOC409108,XM_006562235.2,1.278183235,1.055890498,0.00310212
GB40690,LOC409108,XM_006562236.2,1.251917567,1.067294892,0.00310212
GB40690,LOC409108,XM_006562238.2,1.212048895,1.082914714,0.00311998
NA,LOC102656160,XM_006562241.2,1.52325393,0.87587101,NA
GB40629,LOC410363,XM_006562245.2,1.516789549,0.873201497,0.00331122
GB40629,LOC410363,XM_006562247.2,1.556458818,0.881571526,0.00307017
GB40629,LOC410363,XM_006562248.2,1.555654584,0.881490584,0.00307017
GB40700,LOC100576956,XM_006562251.2,1.45676334,1.060523712,0.00324439
GB40625,LOC551737,XM_006562252.2,1.492968284,0.963614349,0.00337891
GB40701,LOC551765,XM_006562253.2,1.366527421,0.992450082,0.0033479
GB40624,LOC410365,XM_006562254.2,1.486276677,0.961708438,0.00266588
NA,LOC102653922,XM_006562255.2,1.557086531,1.012583879,NA
GB40617,LOC100578238,XM_006562256.2,1.578832753,0.928725149,0.00328743
GB40611,LOC725085,XM_006562259.2,1.388208438,0.949826826,0.00291709
GB40703,LOC410368,XM_006562260.2,1.310662172,0.755031029,0.00314725
NA,LOC100577359,XM_006562261.2,1.371727721,0.621718319,NA
GB40606,LOC100577381,XM_006562262.2,1.007560643,1.113619658,0.00069444
GB40604,LOC725353,XM_006562263.2,1.389581389,0.847157075,0.0025736
GB40604,LOC725353,XM_006562264.2,1.36503421,0.844416511,0.00256889
GB40704,LOC552070,XM_006562266.2,0.23785018,0.83247563,0.5858742
GB40704,LOC552070,XM_006562267.2,0.238996258,0.836486903,0.5858742
GB40704,LOC552070,XM_006562268.2,0.254130512,0.847101708,0.5858742
GB40704,LOC552070,XM_006562269.2,0.237656024,0.831796085,0.5858742
GB40704,LOC552070,XM_006562270.2,0.21750554,0.870022162,0.53906436
NA,LOC102654911,XM_006562271.2,0.456577975,1.108832225,NA
GB40706,LOC412326,XM_006562275.2,0.416111988,1.292919391,0.44485242
GB40706,LOC412326,XM_006562276.2,0.434000946,1.285310495,0.41925847
GB40594,LOC409783,XM_006562278.2,1.084646983,0.997526744,0.00342606
GB40594,LOC409783,XM_006562280.2,1.064464082,0.993183005,0.00310699
NA,LOC102655583,XM_006562282.1,1.518637828,0.759318914,NA
NA,LOC102655710,XM_006562285.2,1.20890411,0.402968037,NA
GB40603,LOC410369,XM_006562287.2,1.516316604,0.930377029,0.00335827
GB43722,LOC408451,XM_006562290.2,1.157123043,1.00135648,0.00257709
NA,LOC100576690,XM_006562292.2,1.242074875,0.641738686,NA
GB43718,LOC410489,XM_006562293.2,1.295777981,0.912062406,0.00376376
GB43718,LOC410489,XM_006562294.2,1.29685924,0.917363564,0.00376376
GB43718,LOC410489,XM_006562295.2,1.227446514,0.867566908,0.0035868
GB43719,LOC552017,XM_006562296.2,1.08054483,0.972958115,0.00306356
GB43719,LOC552017,XM_006562297.2,1.21152264,0.919296074,0.00289485
GB43719,LOC552017,XM_006562298.2,1.076769239,0.981479925,0.00306257
GB43719,LOC552017,XM_006562299.2,1.221632183,0.945779755,0.00308249
NA,LOC408453,XM_006562300.2,1.328440438,0.797064263,NA
GB43713,LOC410492,XM_006562301.2,1.195188617,0.746992886,0.00542389
NA,LOC102656882,XM_006562302.2,1.284911,0.680811052,NA
GB43709,LOC551846,XM_006562303.2,1.292194357,0.936840909,0.00540427
GB43709,LOC551846,XM_006562304.2,1.293555912,0.929743312,0.00540427
GB43709,LOC551846,XM_006562305.2,1.385142259,0.759421624,0.00326627
GB43733,LOC411663,XM_006562308.2,0.705832302,0.988165223,0.24117078
GB43736,LOC411661,XM_006562309.2,0.328301247,1.399600054,0.49419294
GB43705,LOC726066,XM_006562310.2,1.205914061,1.18512244,0.00148156
GB43737,LOC551428,XM_006562311.2,1.246198095,1.183099458,0.00303118
GB43737,LOC551428,XM_006562312.2,1.210502861,1.19392063,0.00303118
GB43737,LOC551428,XM_006562313.2,1.235157462,1.218237497,0.00303118
GB43737,LOC551428,XM_006562314.2,1.247013856,1.18050645,0.00316297
GB43702,LOC726153,XM_006562316.2,1.180679354,0.936159961,0.00330183
GB43743,LOC412623,XM_006562318.2,0.730446429,1.123763736,0.14021489
GB43743,LOC412623,XM_006562319.2,0.736297425,1.123488313,0.14021489
GB43743,LOC412623,XM_006562320.2,0.741299102,1.134509929,0.14021489
GB43697,LOC551212,XM_006562321.2,0.629777222,1.18798885,0.16921902
GB43697,LOC551212,XM_006562322.2,0.632588609,1.193292149,0.16921902
GB43697,LOC551212,XM_006562323.2,0.629197212,1.186894742,0.16921902
NA,LOC102655153,XM_006562333.2,1.329817159,0.815049226,NA
GB43805,LOC726421,XM_006562334.2,1.539045351,0.858515093,0.00374486
GB43805,LOC726421,XM_006562335.2,1.527753368,0.926508494,0.00343232
GB43805,LOC726421,XM_006562336.2,1.558311688,0.845,0.00374486
GB43805,LOC726421,XM_006562337.2,1.544802677,0.932900318,0.00343232
