ID	RNAacc	CDSlen_ucsc	IntronLen_ucsc	UTRlen_ucsc	TotalLen_ucsc	CDSlen_GB	Q_bagel	SW_bagel	RW_bagel	Q/SW	log2Q/SW	P(Q>N)	P(Q>O)	P(N>Q)	P(N>O)	P(O>Q)	P(O>N)	Sig	FlyID	OGID	NoSpecies	AmelBranch	NvitBranch	ID2	CAI	ID3	Nc	ID4	Len_aa	Len_sym	GC	GC3s	GCn3s	GC1	GC2	GC3	T1	T2	T3	C1	C2	C3	A1	A2	A3	G1	G2	G3	RNAacc2	IntronGC	chromosome	start	end	RNAacc3	length	validLength	nrLength	gcContent	cpgContent	cpgOE	gpcContent	gpcOE	nrGCcontent	nrCpGcontent	nrCpGOE	nrGpCContent	nrGpCOE	abs_log2Q/SW 
GB11711	XM_394949	5637	469	0	6106	5721	0.92909172	1.036531886	1.034376394	0.896346492	-0.157871566	0.0081	0.0105	0.9919	0.5342	0.9895	0.4658	W		225	3	0.22375	0.21836	GB11711-RA	0.822	GB11711-RA	40.8	GB11711-RA	1906	1828	0.327	0.162	0.404	0.431	0.353	0.196	0.249	0.325	0.393	0.17	0.199	0.084	0.321	0.322	0.411	0.261	0.154	0.112	XM_394949	0.14	chrUn	23582857	23588963	XM_394949	6107	6107	5880	0.313574587	0.023583361	0.964897179	0.030298067	1.239624848	0.323979592	0.024514811	0.939672819	0.031494723	1.207218552	0.157871566
GB11712	XM_393982	1803	5934	26	7763	1803																		GB11712-RA	0.605	GB11712-RA	55.17	GB11712-RA	600	580	0.482	0.564	0.443	0.513	0.355	0.578	0.148	0.268	0.227	0.233	0.223	0.235	0.338	0.377	0.195	0.28	0.132	0.343	XM_393982	0.3	chr14	3058834	3066597	XM_393982	7764	7764	7524	0.338871716	0.042766972	1.490347953	0.030787067	1.072870966	0.347554492	0.044160681	1.462740838	0.03179037	1.05299717	
GB11713	XM_624199	1857	520	0	2377	1908																		GB11713-RA	0.851	GB11713-RA	38.9	GB11713-RA	635	621	0.306	0.118	0.397	0.458	0.323	0.137	0.217	0.287	0.435	0.194	0.176	0.065	0.324	0.391	0.428	0.265	0.146	0.072	XM_624199	0.14	chrUn	16768403	16770780	XM_624199	2378	2378	2057	0.272497897	0.021034918	1.135886374	0.016407236	0.885991371	0.3033544	0.024366472	1.064429167	0.018518519	0.808966167	
GB11714	XM_394648	1260	13733	0	14993	1269													FBgn0019650	3115	4	0.071825	0.003244	GB11714-RA	0.555	GB11714-RA	53.6	GB11714-RA	422	407	0.582	0.656	0.547	0.564	0.514	0.668	0.164	0.209	0.18	0.237	0.27	0.306	0.273	0.277	0.152	0.327	0.244	0.363	XM_394648	0.43	chr6	6076444	6091437	XM_394648	14994	14463	13355	0.440365069	0.068257261	1.408569541	0.042392808	0.874825865	0.446798952	0.072093023	1.444709326	0.045086272	0.903507081	
GB11715	XM_001122183					570													FBgn0034517	8012	5	0.34445	0.25201	GB11715-RA	0.808	GB11715-RA	45.96	GB11715-RA	189	187	0.369	0.182	0.461	0.54	0.376	0.19	0.175	0.238	0.418	0.222	0.259	0.101	0.286	0.386	0.392	0.317	0.116	0.09																				
GB11716						927																		GB11716-RA	0.783	GB11716-RA	45.24	GB11716-RA	308	298	0.343	0.221	0.401	0.448	0.334	0.247	0.192	0.273	0.383	0.231	0.218	0.114	0.36	0.393	0.37	0.218	0.117	0.133																				
GB11717	XM_001120347					564													FBgn0061355	6700	4	0.027313	0.44183	GB11717-RA	0.569	GB11717-RA	50.06	GB11717-RA	187	177	0.549	0.672	0.492	0.503	0.455	0.69	0.225	0.257	0.15	0.193	0.257	0.396	0.273	0.289	0.16	0.31	0.198	0.294																				
GB11718	XM_394577	1311	590	110	2011	1311																		GB11718-RA	0.84	GB11718-RA	39.02	GB11718-RA	436	425	0.322	0.146	0.407	0.399	0.399	0.167	0.216	0.275	0.404	0.151	0.197	0.064	0.385	0.326	0.429	0.248	0.202	0.103	XM_394577	0.16	chr5	9388757	9390768	XM_394577	2012	2012	1715	0.264910537	0.017901542	1.044478653	0.017404276	1.015465357	0.299708455	0.021052632	0.957336523	0.020467836	0.930743842	
GB11719	XM_624864	1500	587	0	2087	1500													FBgn0030330	2428	4	0.11337	0.14219	GB11719-RA	0.83	GB11719-RA	40.61	GB11719-RA	499	477	0.335	0.157	0.418	0.463	0.347	0.194	0.255	0.331	0.407	0.176	0.202	0.056	0.283	0.323	0.399	0.287	0.144	0.138	XM_624864	0.13	chrUn	121220888	121222975	XM_624864	2088	2088	1650	0.276819923	0.015812171	0.844071601	0.018687111	0.997539165	0.326666667	0.018226002	0.698188991	0.023693803	0.907645689	
GB11720	XM_001122544					627																		GB11720-RA	0.574	GB11720-RA	53.37	GB11720-RA	208	200	0.54	0.635	0.495	0.476	0.495	0.649	0.236	0.231	0.159	0.245	0.322	0.279	0.288	0.274	0.192	0.231	0.173	0.37																				
GB11721	XM_001121408					837														5430	4	0.0951	0.24589	GB11721-RA	0.865	GB11721-RA	36.47	GB11721-RA	278	265	0.282	0.087	0.373	0.396	0.32	0.129	0.252	0.349	0.41	0.137	0.18	0.043	0.353	0.331	0.46	0.259	0.14	0.086																				
GB11722						606																		GB11722-RA	0.485	GB11722-RA	40.87	GB11722-RA	201	194	0.619	0.799	0.533	0.552	0.498	0.806	0.224	0.348	0.129	0.294	0.274	0.488	0.224	0.154	0.065	0.259	0.224	0.318																				
GB11723	XM_623784	798	1143	0	1941	855																		GB11723-RA	0.522	GB11723-RA	38.79	GB11723-RA	284	275	0.588	0.8	0.487	0.542	0.415	0.806	0.165	0.25	0.077	0.141	0.254	0.289	0.292	0.335	0.116	0.401	0.162	0.518	XM_623784	0.37	chr10	1467734	1469675	XM_623784	1942	1942	1781	0.453656025	0.074703761	1.48375329	0.041215868	0.818622505	0.448062886	0.07709623	1.546664602	0.041643219	0.835424675	
GB11724	XM_001121290					618																		GB11724-RA	0.824	GB11724-RA	45.99	GB11724-RA	205	193	0.341	0.161	0.424	0.459	0.356	0.21	0.259	0.307	0.395	0.22	0.224	0.088	0.283	0.337	0.395	0.239	0.132	0.122																				
GB11725	XM_623365	1414	22964	410	24788	1500	1.060587738	0.989711576	0.949700686	1.071612946	0.099783916	0.7883	0.9205	0.2117	0.7449	0.0795	0.2551	NS	FBgn0052699	2364	5	0.08317	0.081225	GB11725-RA	0.702	GB11725-RA	53.96	GB11725-RA	499	481	0.424	0.341	0.464	0.517	0.391	0.365	0.184	0.303	0.299	0.202	0.236	0.18	0.299	0.307	0.337	0.315	0.154	0.184	XM_623365	0.29	chr7	2054825	2079613	XM_623365	24789	24789	22093	0.303118319	0.04320639	1.88139553	0.02303534	1.003059615	0.325261395	0.048049002	1.816778838	0.025589837	0.967576265	0.099783916
GB11726	XM_001120405					753	0.907144671	1.033709496	1.059145833	0.877562482	-0.188426247	0.0822	0.0431	0.9178	0.3845	0.9569	0.6155	NS	FBgn0038839	5364	5	0.02334	0.16636	GB11726-RA	0.564	GB11726-RA	55.75	GB11726-RA	250	247	0.544	0.607	0.513	0.604	0.416	0.612	0.188	0.268	0.248	0.232	0.192	0.268	0.208	0.316	0.14	0.372	0.224	0.344																				0.188426247
GB11727	XM_391976	4800	20736	340	25876	4893	1.174524876	0.885598399	0.939876725	1.326249999	0.40735275	1	1	0	0.1164	0	0.8836	Q	FBgn0000244	1244	5	0.032199	0.045135	GB11727-RA	0.573	GB11727-RA	51.74	GB11727-RA	1630	1576	0.543	0.655	0.489	0.5	0.462	0.667	0.182	0.212	0.168	0.204	0.276	0.331	0.318	0.326	0.165	0.296	0.186	0.336	XM_391976	0.4	chr13	3900187	3926063	XM_391976	25877	25877	24807	0.430807281	0.074084093	1.596928415	0.043553872	0.938830633	0.438344016	0.076960329	1.602141945	0.044795997	0.932552469	0.40735275
GB11728	XM_001122997					1410													FBgn0030177	4705	4	0.24509	0.22898	GB11728-RA	0.916	GB11728-RA	32.81	GB11728-RA	469	458	0.246	0.074	0.329	0.375	0.267	0.096	0.179	0.269	0.458	0.111	0.171	0.034	0.446	0.465	0.446	0.264	0.096	0.062																				
GB11729	XM_392251	1017	175190	0	176207	1113	1.174137456	0.888380867	0.937481677	1.321659999	0.402351087	0.9989	0.9935	0.0011	0.2637	0.0065	0.7363	Q						GB11729-RA	0.618	GB11729-RA	57.66	GB11729-RA	370	351	0.485	0.564	0.448	0.465	0.403	0.586	0.184	0.303	0.238	0.173	0.23	0.295	0.351	0.295	0.176	0.292	0.173	0.292	XM_392251	0.34	chr2	11505017	11681224	XM_392251	176208	174535	164207	0.344051336	0.045906411	1.551732553	0.02735362	0.924609487	0.355916617	0.048543985	1.53356461	0.02896783	0.915129636	0.402351087
GB11730						543																		GB11730-RA	0.629	GB11730-RA	54.85	GB11730-RA	180	176	0.5	0.472	0.514	0.594	0.422	0.483	0.133	0.272	0.283	0.233	0.256	0.233	0.272	0.306	0.233	0.361	0.167	0.25																				
GB11731	XM_623716	20916	24417	0	45333	24297	0.853893184	1.102230938	1.043875878	0.774695352	-0.368299012	0.0121	0.0361	0.9879	0.7	0.9639	0.3	W						GB11731-RA	0.682	GB11731-RA	55.79	GB11731-RA	8098	7910	0.426	0.421	0.428	0.519	0.324	0.434	0.141	0.249	0.23	0.169	0.219	0.157	0.34	0.427	0.336	0.35	0.105	0.278	XM_623716	0.31	chr1	16084142	16129475	XM_623716	45334	45137	43164	0.374061191	0.045906724	1.322766498	0.032280935	0.930149994	0.384741915	0.047677573	1.298100239	0.03353199	0.912963495	0.368299012
GB11732	XM_392494	1902	710	0	2612	1902	0.994593283	0.958071593	1.047335124	1.038120001	0.053973221	0.7978	0.2596	0.2022	0.0682	0.7404	0.9318	NS		1825	4	0.08215	0.07108	GB11732-RA	0.69	GB11732-RA	53.94	GB11732-RA	633	625	0.483	0.374	0.537	0.585	0.483	0.382	0.169	0.262	0.305	0.216	0.265	0.18	0.246	0.254	0.313	0.368	0.218	0.202	XM_392494	0.18	chr8	5515523	5518135	XM_392494	2613	2613	2296	0.399540758	0.027947933	0.703652182	0.039816233	1.002463383	0.442944251	0.031863815	0.65262449	0.045395024	0.929766397	0.053973221
GB11733	XM_001121472					651	1.044926169	0.975736681	0.97933715	1.07091	0.09883724	0.9308	0.9227	0.0692	0.4857	0.0773	0.5143	NS						GB11733-RA	0.816	GB11733-RA	40.13	GB11733-RA	216	208	0.344	0.192	0.416	0.509	0.301	0.222	0.181	0.19	0.319	0.153	0.167	0.069	0.31	0.509	0.458	0.356	0.134	0.153																				0.09883724
GB11734	XM_395757	1413	491	301	2205	1422	0.893383601	1.091991709	1.01462469	0.818123062	-0.289610225	0.0019	0.0372	0.9981	0.9182	0.9628	0.0818	W	FBgn0013799	5091	4	0.099941	0.14983	GB11734-RA	0.795	GB11734-RA	44.41	GB11734-RA	473	461	0.415	0.221	0.508	0.529	0.476	0.241	0.178	0.214	0.366	0.173	0.249	0.108	0.294	0.311	0.393	0.355	0.226	0.133	XM_395757	0.22	chr14	169594	171799	XM_395757	2206	2206	1978	0.341795104	0.024036281	0.833334692	0.033106576	1.147800613	0.370070779	0.026355803	0.780554088	0.036492651	1.080767199	0.289610225
GB11735	XM_394579	1614	311	0	1925	1614													FBgn0039156	3323	4	0.38078	0.25972	GB11735-RA	0.848	GB11735-RA	38.06	GB11735-RA	537	525	0.304	0.126	0.39	0.423	0.343	0.145	0.22	0.337	0.363	0.143	0.207	0.071	0.358	0.32	0.492	0.279	0.136	0.074	XM_394579	0.13	chr5	9317791	9319716	XM_394579	1926	1926	1708	0.274143302	0.01038961	0.554764008	0.024415584	1.303695418	0.303278689	0.011750881	0.512750135	0.027614571	1.204962817	
GB11736						516																		GB11736-RA	0.71	GB11736-RA	51.31	GB11736-RA	171	168	0.417	0.315	0.467	0.573	0.351	0.327	0.117	0.287	0.38	0.222	0.187	0.193	0.31	0.363	0.292	0.351	0.164	0.135																				
GB11737	XM_396815	2499	1683	0	4182	2499																		GB11737-RA	0.757	GB11737-RA	48.79	GB11737-RA	832	807	0.397	0.279	0.454	0.502	0.388	0.3	0.18	0.304	0.338	0.179	0.221	0.156	0.317	0.308	0.362	0.323	0.167	0.144	XM_396815	0.22	chr5	8874279	8878461	XM_396815	4183	4183	3756	0.323930194	0.029172645	1.118040348	0.024390244	0.934755045	0.350372737	0.032550694	1.066779297	0.027214514	0.891897445	
GB11738	XM_393968	4467	59167	0	63634	7371																		GB11738-RA	0.569	GB11738-RA	52.02	GB11738-RA	2456	2382	0.517	0.635	0.461	0.535	0.371	0.646	0.166	0.268	0.162	0.215	0.197	0.312	0.299	0.361	0.191	0.32	0.173	0.334	XM_393968	0.34	chr14	4515186	4578820	XM_393968	63635	63635	60232	0.355700479	0.052754817	1.668303206	0.028412484	0.89850825	0.363345066	0.055274711	1.675192867	0.029749235	0.901600493	
GB11739						705																		GB11739-RA	0.767	GB11739-RA	49.18	GB11739-RA	217	212	0.364	0.245	0.421	0.424	0.406	0.263	0.166	0.198	0.392	0.194	0.217	0.111	0.41	0.396	0.346	0.23	0.189	0.152																				
GB11740	XM_397109	2526	1225	0	3751	2781													FBgn0030055	1206	4	0.1464	0.14196	GB11740-RA	0.856	GB11740-RA	36.71	GB11740-RA	926	889	0.316	0.121	0.408	0.405	0.387	0.157	0.262	0.266	0.388	0.17	0.228	0.06	0.333	0.348	0.456	0.235	0.159	0.096	XM_397109	0.16	chr11	5375442	5379193	XM_397109	3752	3752	3195	0.268656716	0.013063183	0.726363239	0.022660624	1.260017864	0.306103286	0.015374961	0.658214616	0.026043301	1.114934961	
GB11741	XM_396163	537	219	0	756	537													FBgn0035992	5859	5	0.052489	0.051802	GB11741-RA	0.899	GB11741-RA	33.15	GB11741-RA	178	171	0.296	0.064	0.405	0.438	0.348	0.101	0.253	0.315	0.404	0.112	0.18	0.028	0.309	0.337	0.494	0.326	0.169	0.073	XM_396163	0.11	chrUn	55743387	55744143	XM_396163	757	757	546	0.241743725	0.014550265	1.094802331	0.015873016	1.194329815	0.296703297	0.018382353	0.908500254	0.022058824	1.090200304	
GB11742	XM_394081	5199	8494	0	13693	2214																		GB11742-RA	0.743	GB11742-RA	50.15	GB11742-RA	737	693	0.353	0.329	0.364	0.368	0.322	0.369	0.255	0.423	0.349	0.134	0.183	0.156	0.377	0.255	0.282	0.233	0.138	0.213	XM_394081	0.22	chr15	2571267	2584960	XM_394081	13694	13694	11822	0.273185337	0.023150515	1.247852138	0.024392025	1.314771653	0.302317713	0.026795557	1.177947003	0.027643517	1.215223807	
GB11743	XM_396852	1734	11310	0	13044	1734													FBgn0035290	1680	4	0.12532	0.077856	GB11743-RA	0.644	GB11743-RA	58.25	GB11743-RA	577	554	0.444	0.498	0.418	0.456	0.357	0.518	0.222	0.341	0.22	0.189	0.191	0.256	0.322	0.302	0.262	0.267	0.166	0.262	XM_396852	0.3	chr16	911097	924141	XM_396852	13045	13045	11747	0.322422384	0.04300828	1.654875124	0.025605642	0.985255422	0.349365796	0.047720676	1.563890082	0.028512891	0.93441733	
GB11744	XM_396117	2451	2219	41	4711	2451	1.078866644	0.965521525	0.95561183	1.117392638	0.16013622	0.8403	0.8657	0.1597	0.5566	0.1343	0.4434	NS						GB11744-RA	0.867	GB11744-RA	35.93	GB11744-RA	816	793	0.324	0.1	0.431	0.479	0.368	0.125	0.217	0.265	0.418	0.173	0.238	0.037	0.304	0.368	0.457	0.306	0.13	0.088	XM_396117	0.14	chrUn	59342739	59347450	XM_396117	4712	4712	3375	0.234719864	0.009764381	0.715504983	0.022500531	1.648772351	0.303407407	0.012816692	0.561846239	0.031296572	1.371950118	0.16013622
GB11745	XM_395328	1041	679	526	2246	1041																		GB11745-RA	0.855	GB11745-RA	37.03	GB11745-RA	346	332	0.31	0.127	0.397	0.439	0.329	0.162	0.197	0.28	0.373	0.142	0.173	0.066	0.364	0.39	0.465	0.298	0.156	0.095	XM_395328	0.16	chrUn	19089037	19091283	XM_395328	2247	2247	1576	0.222963952	0.008014248	0.663040047	0.016918967	1.399751211	0.284898477	0.010841837	0.557183817	0.024234694	1.245469709	
GB11746	XM_393956	1695	3412	0	5107	2205																		GB11746-RA	0.587	GB11746-RA	53.24	GB11746-RA	734	699	0.494	0.627	0.432	0.484	0.353	0.644	0.173	0.267	0.18	0.176	0.193	0.262	0.343	0.38	0.176	0.308	0.159	0.383	XM_393956	0.3	chrUn	12634110	12639217	XM_393956	5108	5108	4585	0.358261551	0.043665557	1.362923219	0.027413354	0.855646864	0.367938931	0.046526868	1.374725968	0.030144168	0.890667528	
GB11747	XM_623972	312	1480	212	2004	312	1.06205014	0.972239033	0.965710828	1.092375541	0.127468917	0.9643	0.9669	0.0357	0.5383	0.0331	0.4617	NS						GB11747-RA	0.728	GB11747-RA	55.44	GB11747-RA	103	99	0.366	0.313	0.39	0.456	0.301	0.34	0.204	0.359	0.243	0.146	0.126	0.194	0.34	0.34	0.417	0.311	0.175	0.146	XM_623972	0.24	chrUn	47248647	47250651	XM_623972	2005	2005	1730	0.268329177	0.040918164	2.273999681	0.023453094	1.303390061	0.304624277	0.047646717	2.054426603	0.026728646	1.152483216	0.127468917
GB11748	XM_397394	2316	1039	0	3355	2316													FBgn0027518	781	4	0.080117	0.10725	GB11748-RA	0.881	GB11748-RA	37.2	GB11748-RA	771	735	0.34	0.106	0.449	0.45	0.422	0.148	0.214	0.253	0.449	0.175	0.245	0.057	0.336	0.326	0.403	0.275	0.176	0.091	XM_397394	0.15	chrUn	60193400	60196755	XM_397394	3356	3356	2835	0.279499404	0.010730253	0.553055418	0.025931446	1.336550593	0.322398589	0.012747875	0.493997457	0.030807365	1.193827187	
GB11749	XM_392496	2039	14038	139	16216	2049	0.9379162	0.990383233	1.071700567	0.947023504	-0.078527862	0.1529	0.0134	0.8471	0.0871	0.9866	0.9129	NS	FBgn0028646	883	5	0.063991	0.062473	GB11749-RA	0.675	GB11749-RA	57.59	GB11749-RA	682	664	0.443	0.416	0.457	0.516	0.383	0.431	0.204	0.32	0.295	0.18	0.205	0.202	0.28	0.298	0.274	0.336	0.177	0.229	XM_392496	0.28	chr8	5555735	5571951	XM_392496	16217	16167	14344	0.302653554	0.030436127	1.334773865	0.024682957	1.082469049	0.33087005	0.034241789	1.257354599	0.027812718	1.021279858	0.078527862
GB11750	XM_391847	2880	2035	22	4937	2880													FBgn0035625	1438	4	0.053811	0.13591	GB11750-RA	0.516	GB11750-RA	41.96	GB11750-RA	959	940	0.581	0.785	0.482	0.499	0.454	0.789	0.196	0.196	0.118	0.242	0.288	0.42	0.304	0.35	0.093	0.258	0.166	0.369	XM_391847	0.45	chr10	3244091	3249028	XM_391847	4938	4938	4511	0.526326448	0.085274458	1.235708385	0.059955439	0.868811596	0.534027932	0.09169627	1.289825179	0.064165187	0.902565319	
GB11751	XM_001120150					420																		GB11751-RA	0.888	GB11751-RA	37.17	GB11751-RA	139	137	0.269	0.095	0.354	0.403	0.295	0.108	0.266	0.266	0.41	0.137	0.18	0.029	0.331	0.439	0.482	0.266	0.115	0.079																				
GB11752						462																		GB11752-RA	0.534	GB11752-RA	45.32	GB11752-RA	153	151	0.586	0.589	0.584	0.647	0.516	0.595	0.15	0.209	0.209	0.248	0.157	0.32	0.203	0.275	0.196	0.399	0.359	0.275																				
GB11753	XM_392513	810	19112	172	20094	810	1.159688106	0.901428765	0.93888313	1.2865	0.363451457	0.9824	0.9689	0.0176	0.353	0.0311	0.647	Q		7905	4	0.048621	0.20325	GB11753-RA	0.569	GB11753-RA	55.7	GB11753-RA	269	266	0.533	0.598	0.501	0.565	0.431	0.602	0.112	0.186	0.201	0.234	0.238	0.234	0.323	0.383	0.197	0.331	0.193	0.368	XM_392513	0.35	chr9	534998	555092	XM_392513	20095	20095	19234	0.355013685	0.053249726	1.690012617	0.032198666	1.021904826	0.365966518	0.055642307	1.661870375	0.033572767	1.002718795	0.363451457
GB11754	XM_396534	1503	1254	1617	4374	1503																		GB11754-RA	0.757	GB11754-RA	47.14	GB11754-RA	500	481	0.353	0.281	0.388	0.424	0.328	0.308	0.22	0.338	0.314	0.166	0.186	0.14	0.356	0.334	0.378	0.258	0.142	0.168	XM_396534	0.2	chr13	8574863	8579237	XM_396534	4375	4375	3805	0.261942857	0.025377229	1.482018549	0.01920439	1.12152755	0.290932983	0.029264434	1.384874303	0.021882415	1.035536641	
GB11755	XM_394674	1527	2491	0	4018	1422														1806	4	0.047112	0.08182	GB11755-RA	0.652	GB11755-RA	55.49	GB11755-RA	473	462	0.459	0.468	0.456	0.531	0.368	0.48	0.23	0.283	0.266	0.216	0.209	0.237	0.239	0.349	0.254	0.315	0.159	0.243	XM_394674	0.26	chr7	2030461	2034479	XM_394674	4019	4019	3684	0.337646181	0.051518168	1.810338188	0.027376804	0.962015462	0.356948969	0.055751972	1.75291837	0.029915692	0.940590345	
GB11756	XM_001121132					465																		GB11756-RA	0.633	GB11756-RA	52.48	GB11756-RA	154	147	0.457	0.531	0.422	0.455	0.364	0.552	0.234	0.234	0.195	0.201	0.162	0.266	0.312	0.403	0.253	0.253	0.201	0.286																				
GB11757	XM_392853	2806	1685	0	4491	1695																		GB11757-RA	0.81	GB11757-RA	44.98	GB11757-RA	564	539	0.373	0.184	0.461	0.47	0.429	0.22	0.176	0.243	0.429	0.223	0.268	0.08	0.355	0.328	0.351	0.246	0.161	0.14	XM_392853	0.12	chrUn	35368676	35373167	XM_392853	4492	4492	3314	0.296304541	0.019594745	0.892748484	0.028724115	1.308688119	0.372359686	0.025749773	0.743142997	0.037564374	1.084114489	
GB11758	XM_001120413					549	1.009221938	0.998816259	0.991961803	1.010418011	0.014952261	0.5282	0.6177	0.4718	0.5915	0.3823	0.4085	NS		6178	4	0.069222	0.11914	GB11758-RA	0.834	GB11758-RA	39.4	GB11758-RA	182	173	0.332	0.133	0.424	0.484	0.335	0.176	0.198	0.335	0.429	0.176	0.181	0.038	0.319	0.33	0.396	0.308	0.154	0.137																				0.014952261
GB11759	XM_001120636					402																		GB11759-RA	0.813	GB11759-RA	37.14	GB11759-RA	133	125	0.328	0.088	0.438	0.436	0.406	0.143	0.195	0.301	0.459	0.211	0.173	0.03	0.368	0.293	0.398	0.226	0.233	0.113																				
GB11760	XM_396199	8160	6389	0	14549	5286																		GB11760-RA	0.871	GB11760-RA	36.84	GB11760-RA	1761	1694	0.289	0.12	0.369	0.404	0.31	0.154	0.238	0.267	0.4	0.132	0.189	0.06	0.358	0.422	0.446	0.272	0.122	0.094	XM_396199	0.21	chr8	6039420	6053969	XM_396199	14550	14099	12066	0.25718136	0.010498688	0.639899393	0.022416117	1.366271676	0.286839052	0.012211331	0.59963006	0.025834856	1.268605092	
GB11761						1155																		GB11761-RA	0.494	GB11761-RA	39.97	GB11761-RA	384	372	0.631	0.817	0.542	0.503	0.568	0.823	0.164	0.174	0.102	0.219	0.294	0.466	0.333	0.258	0.076	0.284	0.273	0.357																				
GB11762						900	1.24585453	0.889455101	0.864690369	1.40069412	0.486141938	0.9891	0.9955	0.0109	0.6177	0.0045	0.3823	Q						GB11762-RA	0.771	GB11762-RA	48.11	GB11762-RA	299	285	0.351	0.302	0.374	0.344	0.375	0.334	0.247	0.258	0.331	0.12	0.261	0.144	0.408	0.368	0.334	0.224	0.114	0.191																				0.486141938
GB11763						675																		GB11763-RA	0.636	GB11763-RA	55.9	GB11763-RA	224	214	0.478	0.491	0.472	0.42	0.5	0.513	0.223	0.263	0.281	0.196	0.357	0.254	0.357	0.237	0.205	0.223	0.143	0.259																				
GB11764						87																		GB11764-RA	0.724	GB11764-RA	26	GB11764-RA	28	25	0.369	0.4	0.356	0.286	0.357	0.464	0.25	0.286	0.321	0.071	0.071	0.179	0.464	0.357	0.214	0.214	0.286	0.286																				
GB11765	XM_001120421					276																		GB11765-RA	0.844	GB11765-RA	35.96	GB11765-RA	91	88	0.304	0.114	0.395	0.571	0.198	0.143	0.132	0.22	0.385	0.198	0.132	0.066	0.297	0.582	0.473	0.374	0.066	0.077																				
GB11766	XM_625131	969	393	132	1494	969														3740	4	0.15882	0.078398	GB11766-RA	0.88	GB11766-RA	37.09	GB11766-RA	322	312	0.293	0.106	0.382	0.419	0.326	0.134	0.224	0.286	0.488	0.14	0.193	0.053	0.357	0.388	0.379	0.28	0.134	0.081	XM_625131	0.12	chrUn	5053357	5054851	XM_625131	1495	1495	1138	0.240133779	0.008032129	0.573729883	0.020749665	1.482135531	0.295254833	0.010619469	0.499226065	0.027433628	1.289667335	
GB11767	XM_394372	1017	4370	278	5665	1017													FBgn0035103	3109	4	0.009655	0.017106	GB11767-RA	0.684	GB11767-RA	57.23	GB11767-RA	338	330	0.444	0.352	0.488	0.547	0.417	0.367	0.198	0.305	0.293	0.246	0.21	0.183	0.254	0.278	0.34	0.302	0.207	0.183	XM_394372	0.22	chr2	11137783	11143448	XM_394372	5666	5666	4392	0.274444052	0.022594881	1.199972246	0.025595763	1.359343559	0.33151184	0.029257143	1.064871232	0.032	1.16470291	
GB11768	NM_001011610	1395	1911	218	3524	1395																		GB11768-RA	0.699	GB11768-RA	52.8	GB11768-RA	464	447	0.392	0.378	0.399	0.474	0.302	0.401	0.196	0.256	0.364	0.196	0.179	0.224	0.33	0.442	0.235	0.278	0.123	0.177																				
GB11769	XM_396087	675	1177	275	2127	579														7188	3	0.32324	0.16636	GB11769-RA	0.81	GB11769-RA	48.58	GB11769-RA	192	186	0.319	0.161	0.395	0.479	0.292	0.188	0.167	0.333	0.396	0.141	0.115	0.089	0.354	0.375	0.417	0.339	0.177	0.099	XM_396087	0.14	chrUn	177352370	177354497	XM_396087	2128	2128	1391	0.19924812	0.007522332	0.777930198	0.010813352	1.11827466	0.253055356	0.00867052	0.5625897	0.014450867	0.9376495	
GB11770						3180													FBgn0011020	4069	4	0.2799	0.25359	GB11770-RA	0.897	GB11770-RA	34.27	GB11770-RA	1059	1033	0.252	0.076	0.338	0.371	0.288	0.098	0.209	0.224	0.395	0.148	0.189	0.032	0.42	0.488	0.507	0.223	0.099	0.066																				
GB11771	XR_015070					981	1.242378851	0.885053794	0.872567355	1.403732586	0.489268125	0.9978	0.9976	0.0022	0.5507	0.0024	0.4493	Q		2764	4	0.23177	0.21026	GB11771-RA	0.828	GB11771-RA	40.86	GB11771-RA	326	310	0.351	0.148	0.445	0.503	0.359	0.19	0.209	0.285	0.402	0.184	0.187	0.086	0.288	0.356	0.408	0.319	0.172	0.104																				0.489268125
GB11772	XM_394791	2262	2852	0	5114	2262																		GB11772-RA	0.633	GB11772-RA	55.11	GB11772-RA	753	745	0.428	0.513	0.386	0.426	0.34	0.518	0.21	0.26	0.23	0.15	0.191	0.246	0.364	0.4	0.252	0.276	0.149	0.272	XM_394791	0.33	chr9	2844252	2849366	XM_394791	5115	5115	5019	0.373802542	0.054947204	1.574736727	0.030895581	0.885439156	0.380354652	0.056031904	1.55092629	0.031505484	0.872051081	
