target_id	length	eff_length	est_counts	tpm
XM_006558821.2	5204	5035.21	111.164	1.3681
XM_006558822.2	2747	2578.21	403.197	9.69107
XM_006558824.2	3266	3097.21	216.972	4.34115
XM_006558825.2	2920	2751.21	0	0
XM_006558831.2	1534	1365.21	0	0
XM_006558833.2	1566	1397.21	31.579	1.40059
XM_006558834.2	1993	1824.21	5.83797	0.198317
XM_006558835.2	1448	1279.21	0	0
XM_006558839.2	1651	1482.21	0	0
XM_006558840.2	1792	1623.21	0	0
XM_006558842.2	1013	844.211	0	0
XM_006558843.2	938	769.211	0	0
XM_006558844.2	942	773.211	0	0
XM_006558845.2	2960	2791.21	94	2.08693
XM_006558846.1	1359	1190.21	3.68714	0.191973
XM_006558848.2	4312	4143.21	0	0
XM_006558849.2	3426	3257.21	41.8859	0.796885
XM_006558850.2	1422	1253.21	528.438	26.1302
XM_006558851.2	2662	2493.21	852.273	21.1833
XM_006558852.2	1244	1075.21	41.6784	2.4021
XM_006558855.2	1038	869.211	384	27.3766
XM_006558856.2	2158	1989.21	136.28	4.24547
XM_006558857.2	2125	1956.21	94.0379	2.97893
XM_006558859.2	2952	2783.21	215.646	4.8014
XM_006558861.2	2989	2820.21	6813.35	149.711
XM_006558862.2	2440	2271.21	0	0
XM_006558863.2	2169	2000.21	12.5999	0.39036
XM_006558864.2	1978	1809.21	70.3225	2.40868
XM_006558865.2	1869	1700.21	519.501	18.9346
XM_006558866.2	1573	1404.21	66.4256	2.93141
XM_006558867.2	1390	1221.21	18.8485	0.956442
XM_006558868.2	1361	1192.21	3461	179.896
XM_006558869.2	1595	1426.21	644.879	28.02
XM_006558870.2	1578	1409.21	51.3422	2.25773
XM_006558871.2	1596	1427.21	99.564	4.32302
XM_006558872.2	1594	1425.21	183.303	7.9701
XM_006558873.2	1311	1142.21	16.475	0.893826
XM_006558874.2	2299	2130.21	106.736	3.105
XM_006558875.2	1666	1497.21	59.648	2.4688
XM_006558876.2	2294	2125.21	1170	34.1159
XM_006558878.2	2872	2703.21	303.288	6.95261
XM_006558880.2	1956	1787.21	63.2661	2.19365
XM_006558881.2	1599	1430.21	59.8578	2.59355
XM_006558883.2	4404	4235.21	1109	16.2267
XM_006558885.2	1739	1570.21	2.50459	0.0988442
XM_006558886.2	1115	946.211	0.120109	0.00786616
XM_006558887.2	1112	943.211	5.3753	0.353157
XM_006558897.2	1805	1636.21	6	0.22724
XM_006558898.2	3074	2905.21	976	20.8183
XM_006558900.2	827	658.285	779.119	73.3437
XM_006558902.2	1355	1186.21	1278	66.764
XM_006558903.2	1002	833.211	15.341	1.14097
XM_006558904.2	1015	846.211	21.0981	1.54503
XM_006558905.2	779	610.285	5.02733	0.510479
XM_006558911.2	8944	8775.21	0	0
XM_006558912.2	8902	8733.21	121.953	0.865346
XM_006558913.2	8830	8661.21	183.455	1.31257
XM_006558915.2	4262	4093.21	1342	20.3171
XM_006558916.2	1608	1439.21	0	0
XM_006558924.2	1437	1268.21	0	0
XM_006558925.2	1412	1243.21	0	0
XM_006558926.2	1642	1473.21	0	0
XM_006558928.2	2170	2001.21	172	5.32609
XM_006558929.2	2840	2671.21	51.146	1.18652
XM_006558930.2	2612	2443.21	499.609	12.6719
XM_006558931.2	1622	1453.21	921.508	39.2956
XM_006558932.2	2453	2284.21	6.96624	0.188989
XM_006558933.2	2450	2281.21	289.944	7.87629
XM_006558934.2	2426	2257.21	22.0412	0.605113
XM_006558935.2	2308	2139.21	175.145	5.07361
XM_006558937.2	1099	930.211	4	0.266472
XM_006558938.2	6383	6214.21	1044.6	10.4169
XM_006558939.2	2640	2471.21	7.31293	0.183381
XM_006558940.2	4346	4177.21	23.7245	0.351952
XM_006558943.2	2065	1896.21	52	1.69938
XM_006558944.2	1616	1447.21	28	1.19895
XM_006558945.2	1578	1409.21	0	0
XM_006558946.2	851	682.285	0	0
XM_006558947.2	777	608.285	0	0
XM_006558948.2	763	594.285	2	0.208549
XM_006558949.2	789	620.285	0	0
XM_006558950.2	1820	1651.21	9.26854	0.347842
XM_006558951.1	1662	1493.21	15.0598	0.624987
XM_006558954.2	4488	4319.21	1763.63	25.3033
XM_006558956.2	1871	1702.21	667.652	24.3058
XM_006558957.2	3400	3231.21	1900.64	36.4508
XM_006558958.2	1561	1392.21	241.562	10.7522
XM_006558959.2	1820	1651.21	686.565	25.7663
XM_006558960.2	3820	3651.21	150.183	2.54893
XM_006558961.2	3808	3639.21	6.61602	0.112658
XM_006558962.2	3799	3630.21	5238.96	89.4306
XM_006558963.2	3775	3606.21	65.219	1.12072
XM_006558964.2	3687	3518.21	141.513	2.49258
XM_006558965.2	3472	3303.21	433.883	8.13971
XM_006558967.2	3781	3612.21	133.393	2.28841
XM_006558968.2	2772	2603.21	1207.43	28.7425
XM_006558969.2	1188	1019.21	234.092	14.233
XM_006558970.2	2223	2054.21	14.1268	0.426158
XM_006558971.2	2274	2105.21	42.8732	1.26201
XM_006558973.2	2633	2464.21	760.386	19.1218
XM_006558981.2	755	586.285	1046	110.56
XM_006558982.2	2067	1898.21	12.8494	0.41948
XM_006558983.2	2144	1975.21	91.3239	2.86513
XM_006558984.2	2206	2037.21	1353.83	41.1813
XM_006558985.2	4387	4218.21	1430.17	21.0103
XM_006558986.2	4385	4216.21	24.0972	0.354175
XM_006558991.2	1782	1613.21	226.32	8.69371
XM_006558992.2	4107	3938.21	5234.17	82.3611
XM_006558993.2	4078	3909.21	2816.5	44.6472
XM_006558994.2	3979	3810.21	160.626	2.6124
XM_006558995.2	3984	3815.21	212.499	3.45154
XM_006558996.2	4909	4740.21	1117	14.6025
XM_006558997.2	12730	12561.2	71	0.350268
XM_006558999.2	8793	8624.21	0	0
XM_006559000.2	8775	8606.21	264.289	1.90301
XM_006559001.2	8655	8486.21	0	0
XM_006559002.2	8577	8408.21	586.111	4.31966
XM_006559003.2	8439	8270.21	0.000135575	1.01586e-06
XM_006559004.2	8112	7943.21	0	0
XM_006559005.2	7893	7724.21	1870.82	15.009
XM_006559006.2	7755	7586.21	857.334	7.00323
XM_006559007.2	8637	8468.21	73.4442	0.537451
XM_006559010.2	2449	2280.21	169.748	4.6132
XM_006559011.2	500	331.967	290.515	54.2308
XM_006559012.2	1997	1828.21	2521.35	85.4635
XM_006559028.2	1479	1310.21	49.7043	2.35086
XM_006559029.2	7248	7079.21	0.935355	0.00818775
XM_006559030.2	7095	6926.21	163.383	1.46178
XM_006559032.2	2905	2736.21	272.603	6.17382
XM_006559040.2	2106	1937.21	0	0
XM_006559042.2	2040	1871.21	25.3928	0.840932
XM_006559043.2	2044	1875.21	0	0
XM_006559049.2	2688	2519.21	11.6475	0.286511
XM_006559050.2	2973	2804.21	934	20.64
XM_006559051.2	1102	933.211	423.21	28.1028
XM_006559053.2	1420	1251.21	57.7482	2.8601
XM_006559054.2	1491	1322.21	48.6107	2.27826
XM_006559055.2	2465	2296.21	1227.27	33.1207
XM_006559056.2	1331	1162.21	3548	189.179
XM_006559059.2	1611	1442.21	0	0
XM_006559060.2	1608	1439.21	0	0
XM_006559061.2	3887	3718.21	142.997	2.38323
XM_006559062.2	4176	4007.21	0	0
XM_006559063.2	1773	1604.21	0	0
XM_006559064.2	1699	1530.21	0	0
XM_006559065.2	2219	2050.21	565.773	17.1008
XM_006559068.1	429	261.94	3	0.709728
XM_006559069.2	3515	3346.21	42.6851	0.790489
XM_006559070.2	3515	3346.21	39.9688	0.740186
XM_006559071.2	5317	5148.21	0.000132749	1.59789e-06
XM_006559075.2	3053	2884.21	872.617	18.7486
XM_006559076.2	3083	2914.21	577.478	12.2797
XM_006559077.2	3555	3386.21	31.6167	0.578596
XM_006559078.2	3267	3098.21	22.0657	0.441347
XM_006559079.2	3149	2980.21	89.4373	1.85971
XM_006559080.2	3051	2882.21	539.673	11.6032
XM_006559081.2	2778	2609.21	73.4015	1.74329
XM_006559083.2	1792	1623.21	17.9194	0.684104
XM_006559084.2	1637	1468.21	1.30958	0.0552736
XM_006559088.2	1244	1075.21	7735	445.8
XM_006559089.2	8782	8613.21	526.649	3.78904
XM_006559090.2	10987	10818.2	52.5747	0.301158
XM_006559091.2	10716	10547.2	143.052	0.840481
XM_006559092.2	10509	10340.2	68.1176	0.408228
XM_006559093.2	9989	9820.21	0	0
XM_006559094.2	8573	8404.21	661.859	4.88025
XM_006559095.2	8779	8610.21	461.116	3.31871
XM_006559096.2	8704	8535.21	330.458	2.39925
XM_006559097.2	8665	8496.21	265.064	1.9333
XM_006559098.2	12387	12218.2	141.189	0.716088
XM_006559101.2	12344	12175.2	0.00228363	1.16231e-05
XM_006559103.2	5872	5703.21	129.449	1.40654
XM_006559104.2	5836	5667.21	444.551	4.86099
XM_006559105.2	700	531.338	318	37.0877
XM_006559107.2	4051	3882.21	0	0
XM_006559108.2	4255	4086.21	149.803	2.27182
XM_006559109.2	3733	3564.21	111.431	1.93738
XM_006559110.2	1186	1017.21	307	18.7025
XM_006559112.2	1708	1539.21	1069	43.0381
XM_006559113.2	7136	6967.21	0.000169237	1.50525e-06
XM_006559114.2	7064	6895.21	346.807	3.11683
XM_006559115.2	7100	6931.21	0.000982226	8.78164e-06
XM_006559116.2	6990	6821.21	107.198	0.973866
XM_006559117.2	6971	6802.21	0.0106787	9.72836e-05
XM_006559118.2	6998	6829.21	107.88	0.978909
XM_006559119.2	6959	6790.21	70.5371	0.643735
XM_006559121.2	1356	1187.21	1235.75	64.5026
XM_006559122.2	1550	1381.21	40.4536	1.81497
XM_006559124.2	3052	2883.21	919.563	19.7641
XM_006559125.2	3121	2952.21	109.139	2.29089
XM_006559126.2	2910	2741.21	181.186	4.09595
XM_006559127.2	1104	935.211	276	18.2883
XM_006559128.2	758	589.285	228.017	23.9781
XM_006559129.2	2190	2021.21	201.905	6.19026
XM_006559132.2	1533	1364.21	0	0
XM_006559133.2	881	712.285	161.291	14.0323
XM_006559134.2	855	686.285	0	0
XM_006559135.2	743	574.285	1	0.107906
XM_006559136.2	868	699.285	5152	456.557
XM_006559137.2	2007	1838.21	718	24.2048
XM_006559139.2	1254	1085.21	325.627	18.5943
XM_006559140.2	1183	1014.21	41.6114	2.54248
XM_006559141.2	1143	974.211	3.31831	0.211075
XM_006559144.2	4414	4245.21	725.086	10.5843
XM_006559145.2	8471	8302.21	907.67	6.77497
XM_006559146.2	4340	4171.21	233.815	3.47363
XM_006559147.2	4274	4105.21	123.136	1.85875
XM_006559148.2	3940	3771.21	1135.29	18.6552
XM_006559153.2	2595	2426.21	183.935	4.69795
XM_006559154.2	831	662.285	85.1311	7.96557
XM_006559155.2	2110	1941.21	541	17.2702
XM_006559156.1	3059	2890.21	27821.8	596.525
XM_006559157.2	7566	7397.21	2863.95	23.9922
XM_006559158.2	5411	5242.21	0	0
XM_006559159.2	1329	1160.21	58.3389	3.11598
XM_006559161.2	1401	1232.21	833.754	41.9301
XM_006559162.2	1258	1089.21	0	0
XM_006559163.2	1258	1089.21	114.907	6.53744
XM_006559166.2	319	158.041	87.1423	34.1691
XM_006559167.2	3620	3451.21	751.418	13.4922
XM_006559168.2	2095	1926.21	0	0
XM_006559172.2	2666	2497.21	34.2543	0.850026
XM_006559174.2	2641	2472.21	1843.64	46.2128
XM_006559176.2	1826	1657.21	228.026	8.52668
XM_006559179.2	4532	4363.21	689	9.78557
XM_006559180.2	3284	3115.21	17780.3	353.692
XM_006559182.2	2182	2013.21	4501.94	138.575
XM_006559183.2	1698	1529.21	19551.5	792.292
XM_006559184.2	4589	4420.21	0	0
XM_006559185.2	4636	4467.21	78.5474	1.0896
XM_006559187.1	4355	4186.21	720.507	10.6657
XM_006559188.2	774	605.285	14148	1448.47
XM_006559189.2	2223	2054.21	65.3721	1.97206
XM_006559190.2	2002	1833.21	194.157	6.56318
XM_006559193.2	1245	1076.21	10.3429	0.595548
XM_006559194.2	1201	1032.21	0	0
XM_006559195.2	1012	843.211	4.60233	0.338232
XM_006559196.2	1747	1578.21	0	0
XM_006559197.2	1682	1513.21	20.316	0.831979
XM_006559198.2	572	403.476	47.9123	7.35872
XM_006559199.2	3090	2921.21	626	13.2796
XM_006559200.2	1701	1532.21	2063.65	83.4624
XM_006559202.2	4154	3985.21	928.786	14.4423
XM_006559203.2	485	317.161	148	28.9171
XM_006559205.2	986	817.211	1748	132.55
XM_006559206.2	1084	915.211	48.4048	3.27749
XM_006559207.2	1061	892.211	27.6405	1.91978
XM_006559222.2	10073	9904.21	2842.1	17.7825
XM_006559223.2	6388	6219.21	280.128	2.79123
XM_006559225.2	5913	5744.21	92.9662	1.00292
XM_006559226.2	5883	5714.21	4153.39	45.0422
XM_006559227.2	6237	6068.21	3416.38	34.8882
XM_006559228.1	6114	5945.21	494.554	5.1549
XM_006559230.2	6395	6226.21	1048.71	10.4377
XM_006559231.2	2866	2697.21	346.331	7.957
XM_006559232.2	2583	2414.21	3572.18	91.6919
XM_006559233.2	4160	3991.21	13.4944	0.209518
XM_006559234.2	3876	3707.21	1199.31	20.0474
XM_006559236.2	4156	3987.21	92.176	1.43259
XM_006559237.2	3960	3791.21	537.002	8.7775
XM_006559238.2	3926	3757.21	0.0166643	0.000274849
XM_006559239.2	4016	3847.21	693.595	11.1721
XM_006559240.2	3925	3756.21	1277.15	21.0701
XM_006559241.2	1684	1515.21	10	0.408978
XM_006559242.2	1324	1155.21	573.221	30.7492
XM_006559244.2	510	341.698	479	86.8693
XM_006559245.2	3382	3213.21	182.529	3.52019
XM_006559246.2	1945	1776.21	0	0
XM_006559247.2	1918	1749.21	98.2523	3.48076
XM_006559248.2	1846	1677.21	20.7979	0.76843
XM_006559249.2	1953	1784.21	256.36	8.90384
XM_006559251.2	1838	1669.21	98.0052	3.6384
XM_006559252.2	1838	1669.21	754.483	28.0099
XM_006559254.2	1850	1681.21	193.528	7.13338
XM_006559255.2	1785	1616.21	27.9506	1.07168
XM_006559257.2	1860	1691.21	47.3926	1.73655
XM_006559258.2	2787	2618.21	119.033	2.81732
XM_006559260.2	2580	2411.21	512	13.1585
XM_006559262.2	1071	902.211	46.4026	3.18718
XM_006559263.2	5329	5160.21	368.466	4.42489
XM_006559264.2	4997	4828.21	83.7666	1.07512
XM_006559265.2	4984	4815.21	350.476	4.51041
XM_006559266.2	5426	5257.21	2047	24.1288
XM_006559267.2	1438	1269.21	928	45.3093
XM_006559268.2	651	482.338	76	9.76417
XM_006559269.2	2833	2664.21	73.7863	1.71625
XM_006559270.2	2102	1933.21	171.626	5.50145
XM_006559276.2	492	324.065	1	0.191223
XM_006559278.1	884	715.285	0	0
XM_006559279.2	2144	1975.21	2271	71.2487
XM_006559281.2	3046	2877.21	344.592	7.42175
XM_006559283.2	2439	2270.21	187.783	5.12582
XM_006559286.2	2522	2353.21	152.216	4.00841
XM_006559287.2	1793	1624.21	4.84839	0.184981
XM_006559288.2	1458	1289.21	2.68388	0.129007
XM_006559289.2	1923	1754.21	38.3254	1.35387
XM_006559290.2	1955	1786.21	11.6506	0.404194
XM_006559291.2	2633	2464.21	8.978	0.225775
XM_006559292.2	434	266.834	0	0
XM_006559293.2	2180	2011.21	36.0482	1.1107
XM_006559294.2	2177	2008.21	73.6509	2.2727
XM_006559295.2	2833	2664.21	32	0.744311
XM_006559296.2	2116	1947.21	0	0
XM_006559299.2	3344	3175.21	5	0.0975822
XM_006559300.2	2042	1873.21	1	0.0330816
XM_006559303.2	1003	834.211	196.84	14.6221
XM_006559305.2	1165	996.211	1293	80.4304
XM_006559307.2	724	555.285	8	0.892786
XM_006559308.2	2086	1917.21	1623.7	52.4818
XM_006559309.2	2038	1869.21	678.777	22.5031
XM_006559310.2	1994	1825.21	196.921	6.68579
XM_006559311.2	1946	1777.21	115.602	4.03087
XM_006559312.2	6175	6006.21	625.302	6.45152
XM_006559317.2	3568	3399.21	1427.35	26.0211
XM_006559318.2	550	381.555	23.8948	3.88078
XM_006559319.2	4207	4038.21	15.975	0.245147
XM_006559320.2	3227	3058.21	91.6974	1.85807
XM_006559321.2	5066	4897.21	3562.87	45.0842
XM_006559322.2	1011	842.211	0	0
XM_006559323.2	1624	1455.21	39	1.66078
XM_006559325.2	5307	5138.21	174.736	2.10738
XM_006559326.2	807	638.285	40.7851	3.95968
XM_006559327.2	1090	921.211	6018.77	404.876
XM_006559328.2	1105	936.211	2689.8	178.041
XM_006559331.2	5068	4899.21	77.5004	0.980282
XM_006559332.2	4644	4475.21	21.4996	0.297708
XM_006559333.2	4802	4633.21	855.462	11.4417
XM_006559334.2	3615	3446.21	30.5384	0.549132
XM_006559335.2	1627	1458.21	314.12	13.349
XM_006559337.1	4604	4435.21	473	6.60876
XM_006559340.2	2115	1946.21	91.9365	2.92733
XM_006559341.1	2143	1974.21	33.6163	1.05519
XM_006559348.2	2496	2327.21	162.87	4.33688
XM_006559351.2	1206	1037.21	0	0
XM_006559357.2	1122	953.211	0	0
XM_006559361.2	1039	870.211	10.6507	0.758448
XM_006559363.2	4894	4725.21	578.462	7.58625
XM_006559365.2	780	611.285	0	0
XM_006559366.2	781	612.285	0	0
XM_006559367.2	4343	4174.21	0.00358048	5.31545e-05
XM_006559368.2	4305	4136.21	203.274	3.04546
XM_006559373.2	3006	2837.21	845.84	18.4744
XM_006559374.2	2942	2773.21	4843.16	108.223
XM_006559376.2	2354	2185.21	1751.23	49.6619
XM_006559377.2	2043	1874.21	28.0426	0.927199
XM_006559381.2	10118	9949.21	6232.6	38.8199
XM_006559382.2	10125	9956.21	1599.4	9.95487
XM_006559383.1	4075	3906.21	11751	186.42
XM_006559384.2	5950	5781.21	789.722	8.46503
XM_006559385.2	3027	2858.21	0	0
XM_006559389.2	6357	6188.21	109.836	1.0999
XM_006559391.2	6140	5971.21	742.371	7.70428
XM_006559393.2	3955	3786.21	25.1854	0.412209
XM_006559394.2	3502	3333.21	0	0
XM_006559395.1	3085	2916.21	2.97879e-06	6.32986e-08
XM_006559396.2	1528	1359.21	0	0
XM_006559398.2	3690	3521.21	109.274	1.92309
XM_006559399.2	1167	998.211	35.091	2.17844
XM_006559400.2	1163	994.211	470.909	29.3516
XM_006559401.2	3551	3382.21	5253.66	96.2575
XM_006559402.2	608	439.476	8386.64	1182.57
XM_006559403.2	471	303.254	157	32.0823
XM_006559404.2	1750	1581.21	85	3.33121
XM_006559407.2	4899	4730.21	5112.25	66.9738
XM_006559408.2	1534	1365.21	243.923	11.072
XM_006559409.2	1288	1119.21	0	0
XM_006559410.2	1667	1498.21	0	0
XM_006559412.2	1283	1114.21	306.548	17.0492
XM_006559413.2	1664	1495.21	197.961	8.20445
XM_006559415.2	682	513.338	1.00393	0.121191
XM_006559418.1	1329	1160.21	159	8.49246
XM_006559419.2	3389	3220.21	1189.05	22.8817
XM_006559426.2	1669	1500.21	281.059	11.6096
XM_006559428.2	1391	1222.21	1740	88.2219
XM_006559429.2	991	822.211	30.278	2.28201
XM_006559430.2	1012	843.211	27.9622	2.05498
XM_006559431.2	2429	2260.21	3347	91.7656
XM_006559432.2	5477	5308.21	40	0.466966
XM_006559433.2	1930	1761.21	1004	35.3261
XM_006559434.2	798	629.285	2861	281.737
XM_006559438.2	2800	2631.21	1596.54	37.6009
XM_006559439.2	2783	2614.21	2353.24	55.7827
XM_006559440.2	1391	1222.21	3.1751e-05	1.60984e-06
XM_006559441.2	1341	1172.21	385.745	20.3924
XM_006559442.2	1388	1219.21	191.136	9.71485
XM_006559443.2	960	791.211	1723.65	134.998
XM_006559444.2	996	827.211	1736.35	130.075
XM_006559445.2	1572	1403.21	1336.79	59.0357
XM_006559446.2	1599	1430.21	403.204	17.4702
XM_006559447.2	6769	6600.21	101.245	0.950584
XM_006559449.2	6365	6196.21	28.5714	0.285745
XM_006559450.2	6378	6209.21	127.64	1.27387
XM_006559453.2	5051	4882.21	29.3303	0.372283
XM_006559455.2	5577	5408.21	974.058	11.161
XM_006559456.2	2430	2261.21	16	0.438482
XM_006559458.2	3672	3503.21	145.658	2.57656
XM_006559460.2	3737	3568.21	900.696	15.6423
XM_006559461.2	3797	3628.21	168.339	2.87518
XM_006559463.2	2709	2540.21	1685.71	41.1231
XM_006559465.2	862	693.285	0	0
XM_006559466.2	2138	1969.21	1094	34.4269
XM_006559467.2	4776	4607.21	2005	26.968
XM_006559479.2	1957	1788.21	25.3866	0.87975
XM_006559483.2	6939	6770.21	0	0
XM_006559484.2	6895	6726.21	3.11864	0.0287322
XM_006559485.2	7618	7449.21	99.4636	0.827422
XM_006559486.2	6898	6729.21	226.271	2.08371
XM_006559487.2	7696	7527.21	136.173	1.12107
XM_006559488.2	6815	6646.21	0	0
XM_006559489.2	6544	6375.21	209.249	2.03396
XM_006559490.2	6952	6783.21	18.0705	0.165085
XM_006559491.2	6949	6780.21	3.00671	0.0274803
XM_006559492.2	6929	6760.21	5.99796	0.0549815
XM_006559493.2	6148	5979.21	96.1942	0.996961
XM_006559494.2	6317	6148.21	11.8325	0.119262
XM_006559495.2	6806	6637.21	0	0
XM_006559498.2	4974	4805.21	4.4138	0.056921
XM_006559500.2	4969	4800.21	0	0
XM_006559502.2	6825	6656.21	75.7405	0.705138
XM_006559503.2	3668	3499.21	266.02	4.71105
XM_006559504.2	3666	3497.21	558.626	9.89857
XM_006559505.2	1992	1823.21	435.559	14.8041
XM_006559506.2	2120	1951.21	43996	1397.28
XM_006559507.2	2291	2122.21	237.783	6.9433
XM_006559508.2	2256	2087.21	772.159	22.9252
XM_006559509.2	2147	1978.21	157.81	4.94352
XM_006559510.2	1138	969.211	203.04	12.9818
XM_006559511.2	6434	6265.21	1564	15.4694
XM_006559512.2	1072	903.211	468.243	32.1259
XM_006559513.2	937	768.211	341	27.5072
XM_006559515.2	1117	948.211	28	1.8299
XM_006559516.2	1787	1618.21	601.964	23.052
XM_006559517.2	1786	1617.21	145.477	5.57442
XM_006559518.2	1849	1680.21	40.6795	1.50032
XM_006559519.2	1788	1619.21	62.1492	2.37851
XM_006559521.2	1508	1339.21	427	19.7584
XM_006559522.2	1140	971.211	237	15.122
XM_006559523.2	996	827.211	279	20.9007
XM_006559524.2	2807	2638.21	397.075	9.32687
XM_006559525.2	2678	2509.21	414.768	10.2433
XM_006559526.2	2881	2712.21	8.15113	0.186238
XM_006559527.2	2590	2421.21	58.0062	1.48462
XM_006559528.2	3137	2968.21	0	0
XM_006559529.2	3052	2883.21	72.673	1.56196
XM_006559532.2	3816	3647.21	157.582	2.67743
XM_006559533.2	3763	3594.21	96.6218	1.66588
XM_006559534.2	1093	924.211	123.963	8.3118
XM_006559535.2	2213	2044.21	1554.73	47.1305
XM_006559536.2	2152	1983.21	430.266	13.4444
XM_006559537.2	2308	2139.21	76.8451	2.22605
XM_006559543.2	623	454.476	0	0
XM_006559544.2	654	485.338	4	0.510727
XM_006559546.2	2158	1989.21	7.0254	0.218858
XM_006559554.2	3133	2964.21	19.6207	0.410185
XM_006559555.2	2479	2310.21	16.3687	0.439072
XM_006559557.2	2876	2707.21	0	0
XM_006559558.2	2218	2049.21	3.98515	0.120512
XM_006559561.2	2190	2021.21	882	27.0415
XM_006559563.2	1518	1349.21	1017	46.7105
XM_006559564.2	1376	1207.21	1725	88.5481
XM_006559566.2	4269	4100.21	355.731	5.37636
XM_006559569.2	3341	3172.21	261.196	5.10243
XM_006559570.2	3336	3167.21	53.7113	1.0509
XM_006559571.2	3193	3024.21	22.6016	0.463127
XM_006559573.2	3709	3540.21	1147.08	20.0787
XM_006559574.2	4115	3946.21	1332.06	20.9178
XM_006559575.2	1881	1712.21	4	0.144769
XM_006559576.2	2544	2375.21	146.445	3.82073
XM_006559577.2	2497	2328.21	416.987	11.0987
XM_006559578.2	2575	2406.21	112.37	2.89395
XM_006559579.2	2423	2254.21	101.937	2.80228
XM_006559580.2	2299	2130.21	67.3347	1.9588
XM_006559581.2	2463	2294.21	0	0
XM_006559582.2	2425	2256.21	0	0
XM_006559583.2	3664	3495.21	58.1649	1.03124
XM_006559584.2	3078	2909.21	580.089	12.3564
XM_006559585.2	2694	2525.21	21.8708	0.536711
XM_006559586.2	922	753.211	7	0.57591
XM_006559588.2	4832	4663.21	1207.36	16.0445
XM_006559589.2	4823	4654.21	830.256	11.0545
XM_006559593.2	5868	5699.21	499.23	5.42824
XM_006559594.2	4804	4635.21	252.511	3.37585
XM_006559596.2	4269	4100.21	184.03	2.78135
XM_006559597.2	3936	3767.21	50.1553	0.82503
XM_006559598.2	3372	3203.21	211.229	4.0864
XM_006559601.2	2507	2338.21	1272	33.7114
XM_006559602.2	653	484.338	53.3867	6.83059
XM_006559603.2	843	674.285	44.3133	4.07253
XM_006559604.2	843	674.285	68.0593	6.25486
XM_006559605.2	3820	3651.21	761.116	12.9178
XM_006559606.2	3754	3585.21	19.0449	0.329183
XM_006559608.2	1319	1150.21	1151	62.0113
XM_006559609.2	4868	4699.21	30.7155	0.405048
XM_006559610.2	4831	4662.21	451.121	5.99618
XM_006559611.2	4816	4647.21	1790.87	23.8806
XM_006559612.2	2245	2076.21	78.9379	2.35607
XM_006559613.2	2242	2073.21	41.7955	1.24928
XM_006559614.2	2211	2042.21	0	0
XM_006559615.2	1940	1771.21	65.2665	2.28346
XM_006559616.2	1287	1118.21	436.701	24.201
XM_006559617.2	3694	3525.21	0	0
XM_006559621.2	601	432.476	121.78	17.4497
XM_006559622.2	3149	2980.21	0	0
XM_006559623.2	3265	3096.21	9.0062	0.180254
XM_006559624.2	3122	2953.21	150.415	3.15624
XM_006559625.2	3064	2895.21	0	0
XM_006559626.2	3074	2905.21	0	0
XM_006559627.2	3136	2967.21	20.9613	0.437766
XM_006559628.2	3032	2863.21	127.271	2.75454
XM_006559629.2	3026	2857.21	471.797	10.2326
XM_006559630.2	2659	2490.21	0	0
XM_006559638.2	933	764.211	15.1878	1.23156
XM_006559639.2	4611	4442.21	264.33	3.6874
XM_006559641.2	4503	4334.21	97.6925	1.39677
XM_006559643.2	2458	2289.21	154.838	4.19145
XM_006559645.2	1265	1096.21	10	0.5653
XM_006559646.2	1726	1557.21	706	28.0951
XM_006559647.1	1309	1140.21	2739	148.861
XM_006559648.2	2761	2592.21	793.66	18.9731
XM_006559649.2	2611	2442.21	0	0
XM_006559650.2	2540	2371.21	1873	48.9486
XM_006559652.2	1474	1305.21	208.97	9.92147
XM_006559653.2	1135	966.211	213.689	13.7051
